discourse,speaker,gender,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end,utterance_begin,utterance_end
67823_f6_int7_20230328_CH_101231,67823,female,s,0.09999999999999432,38.63,38.73,3,ɑ̃,ɛ,s.ɛ.ɲ,38.63,38.86,l'enseignement,l.ɑ̃.s.ɛ.ɲ.m.ɑ̃,38.43,39.0,37.51,37.51
67823_f6_int7_20230328_CH_101231,67823,female,s,0.09000000000000341,39.0,39.09,1,ɑ̃,y,s.y,39.0,39.12,supérieur,s.y.p.e.ʁ.j.œ.ʁ,39.0,39.62,37.51,37.51
67823_f6_int7_20230328_CH_101231,67823,female,s,0.10999999999999943,45.05,45.16,2,a,i,s.i.s,45.05,45.29,assister,a.s.i.s.t.e,44.99,45.41,42.05,42.05
67823_f6_int7_20230328_CH_101231,67823,female,s,0.10000000000000142,45.55,45.65,1,ɔ̃,œ,s.œ.l,45.55,45.74,seulement,s.œ.l.m.ɑ̃,45.55,45.95,42.05,42.05
67823_f6_int7_20230328_CH_101231,67823,female,s,0.0799999999999983,46.71,46.79,1,ʁ,u,s.u.t,46.71,46.92,soutenir,s.u.t.ɲ.i.ʁ,46.71,47.08,42.05,42.05
67823_f6_int7_20230328_CH_101231,67823,female,s,0.09000000000000341,47.79,47.88,1,ʁ,u,s.u.t,47.79,48.01,soutenir,s.u.t.ɲ.i.ʁ,47.79,48.13,42.05,42.05
67823_f6_int7_20230328_CH_101231,67823,female,s,0.0899999999999963,51.84,51.93,3,ɑ̃,ɛ,s.ɛ.ɲ,51.84,52.02,d'enseignement,d.ɑ̃.s.ɛ.ɲ.m.ɑ̃,51.74,52.13,50.55,50.55
67823_f6_int7_20230328_CH_101231,67823,female,s,0.07000000000000028,52.13,52.2,1,ɑ̃,y,s.y,52.13,52.23,supérieur,s.y.p.e.ʁ.j.œ.ʁ,52.13,52.51,50.55,50.55
67823_f6_int7_20230328_CH_101231,67823,female,s,0.0800000000000054,53.44,53.52,7,ʁ,i,s.i,53.44,53.58,universitaires,y.ɲ.i.v.ɛ.ʁ.s.i.t.ɜ.ʁ,53.16,53.81,50.55,50.55
67823_f6_int7_20230328_CH_101231,67823,female,s,0.0800000000000054,54.12,54.2,1,ə,ə,s.ə,54.12,54.25,ce,s.ə,54.12,54.25,50.55,50.55
67823_f6_int7_20230328_CH_101231,67823,female,s,0.11999999999999744,59.93,60.05,1,a,ə,s.ə,59.93,60.08,ce,s.ə,59.93,60.08,57.83,57.83
67823_f6_int7_20230328_CH_101231,67823,female,s,0.10999999999999943,61.37,61.48,6,ʁ,i,s.i,61.37,61.52,remercie,ʁ.ə.m.ɛ.ʁ.s.i,61.17,61.52,60.6,60.6
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10000000000000009,1.5,1.6,1,ʁ,y,s.y.ʁ,1.5,1.66,sur,s.y.ʁ,1.5,1.66,0.33,0.33
98601_f10_int11_2010_09_14_comm,98601,male,s,0.15000000000000036,9.32,9.47,1,<SIL>,ɑ,s.ɑ,9.32,9.51,ça,s.ɑ,9.32,9.51,9.32,9.32
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10999999999999943,13.34,13.45,1,e,u,s.u.ʁ.s,13.34,13.62,sources,s.u.ʁ.s,13.34,13.62,11.28,11.28
98601_f10_int11_2010_09_14_comm,98601,male,s,0.09999999999999964,13.81,13.91,3,ɔ̃,ɛ,s.ɛ.ʁ,13.81,14.0,concernée,k.ɔ̃.s.ɛ.ʁ.n.e,13.65,14.16,11.28,11.28
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10999999999999943,15.34,15.45,1,ɑ̃,ə,s.ə,15.34,15.5,ce,s.ə,15.34,15.5,14.8,14.8
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10000000000000142,16.45,16.55,3,ɛ,ɑ̃,s.ɑ̃.s,16.45,16.93,naissance,n.ɛ.s.ɑ̃.s,16.36,16.93,16.05,16.05
98601_f10_int11_2010_09_14_comm,98601,male,s,0.08999999999999986,18.82,18.91,1,ə,ɛ,s.ɛ.t,18.82,18.96,cette,s.ɛ.t,18.82,18.96,17.91,17.91
98601_f10_int11_2010_09_14_comm,98601,male,s,0.19000000000000128,26.86,27.05,3,e,i,s.i,26.86,27.09,dessiné,d.e.s.i.n.e,26.73,27.24,25.78,25.78
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10000000000000142,31.33,31.43,3,i,e,s.e,31.33,31.5,viscérale,v.i.s.e.ʁ.a.l,31.12,31.73,29.81,29.81
98601_f10_int11_2010_09_14_comm,98601,male,s,0.12000000000000455,33.66,33.78,1,e,u,s.u.ʁ.s,33.66,33.91,sources,s.u.ʁ.s,33.66,33.91,32.8,32.8
98601_f10_int11_2010_09_14_comm,98601,male,s,0.0799999999999983,38.35,38.43,1,m,e,s.e,38.35,38.47,c'est,s.e,38.35,38.47,38.22,38.22
98601_f10_int11_2010_09_14_comm,98601,male,s,0.13000000000000256,38.94,39.07,2,o,i,s.i,38.94,39.11,aussi,o.s.i,38.87,39.11,38.22,38.22
98601_f10_int11_2010_09_14_comm,98601,male,s,0.09999999999999432,47.63,47.73,2,e,ɛ,s.ɛ,47.63,47.76,essaie,e.s.ɛ,47.58,47.76,42.21,42.21
98601_f10_int11_2010_09_14_comm,98601,male,s,0.09999999999999432,49.2,49.3,3,ɔ̃,ɛ̃,s.ɛ̃,49.2,49.42,consensus,k.ɔ̃.s.ɛ̃.s.y.s,49.03,49.72,48.93,48.93
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10000000000000142,49.42,49.52,5,ɛ̃,y,s.y.s,49.42,49.72,consensus,k.ɔ̃.s.ɛ̃.s.y.s,49.03,49.72,48.93,48.93
98601_f10_int11_2010_09_14_comm,98601,male,s,0.12000000000000455,50.65,50.77,3,ɔ,i,s.i.b.l,50.65,51.09,possible,p.ɔ.s.i.b.l,50.54,51.09,48.93,48.93
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10999999999999943,53.49,53.6,1,a,a,s.a,53.49,53.65,satisfaction,s.a.t.i.s.f.a.k.s.j.ɔ̃,53.49,54.16,51.81,51.81
98601_f10_int11_2010_09_14_comm,98601,male,s,0.07000000000000028,61.98,62.05,1,i,ə,s.ə,61.98,62.23,se,s.ə,61.98,62.23,55.92,55.92
98601_f10_int11_2010_09_14_comm,98601,male,s,0.1700000000000017,62.23,62.4,1,ə,i,s.i,62.23,62.43,situe,s.i.t.y,62.23,62.51,55.92,55.92
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10000000000000142,63.26,63.36,4,ʁ,ɑ̃,s.ɑ̃,63.26,63.41,pourcent,p.u.ʁ.s.ɑ̃,63.08,63.41,55.92,55.92
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10000000000000853,65.38,65.48,1,ʁ,ə,s.ə,65.38,65.57,ce,s.ə,65.38,65.57,64.97,64.97
98601_f10_int11_2010_09_14_comm,98601,male,s,0.10999999999999943,71.17,71.28,4,ʁ,ɑ̃,s.ɑ̃,71.17,71.38,pourcent,p.u.ʁ.s.ɑ̃,71.04,71.38,70.72,70.72
98601_f10_int11_2010_09_14_comm,98601,male,s,0.09000000000000341,76.03,76.12,1,ə,ɛ,s.ɛ,76.03,76.16,sais,s.ɛ,76.03,76.16,75.92,75.92
98601_f10_int11_2010_09_14_comm,98601,male,s,0.1599999999999966,81.0,81.16,3,i,i,s.i,81.0,81.34,d'ici,d.i.s.i,80.9,81.34,80.15,80.15
98601_f10_int11_2010_09_14_comm,98601,male,s,0.1599999999999966,81.43,81.59,1,œ,ɛ̃,s.ɛ̃.k,81.43,81.73,cinq,s.ɛ̃.k,81.43,81.73,80.15,80.15
98601_f10_int11_2010_09_14_comm,98601,male,s,0.11999999999999034,81.73,81.85,1,k,i,s.i,81.73,81.91,six,s.i,81.73,81.91,80.15,80.15
98601_f10_int11_2010_09_14_comm,98601,male,s,0.1599999999999966,81.91,82.07,1,i,ɛ,s.ɛ.t,81.91,82.23,sept,s.ɛ.t,81.91,82.23,80.15,80.15
98601_f10_int11_2010_09_14_comm,98601,male,s,0.11999999999999034,83.76,83.88,1,e,ɛ,s.ɛ.t,83.76,84.01,cet,s.ɛ.t,83.76,84.01,82.87,82.87
98601_f10_int11_2010_09_14_comm,98601,male,s,0.06999999999999318,85.23,85.3,1,ɛ,ɑ,s.ɑ,85.23,85.34,ça,s.ɑ,85.23,85.34,85.17,85.17
98601_f10_int11_2010_09_14_comm,98601,male,s,0.0799999999999983,85.92,86.0,1,spn,e,s.e.t,85.92,86.1,c'est,s.e.t,85.92,86.1,85.17,85.17
98601_f11_int13_2010_09_14_comm,98601,male,s,0.14,0.63,0.77,1,<SIL>,y,s.y.ʁ,0.63,0.85,sur,s.y.ʁ,0.63,0.85,0.63,0.63
98601_f11_int13_2010_09_14_comm,98601,male,s,0.09999999999999987,1.12,1.22,4,ʁ,ɑ̃,s.ɑ̃,1.12,1.34,pourcentage,p.u.ʁ.s.ɑ̃.t.a.ʒ,0.96,1.62,0.63,0.63
98601_f11_int13_2010_09_14_comm,98601,male,s,0.08000000000000007,1.68,1.76,1,ə,ɛ,s.ɛ.t,1.68,1.87,cette,s.ɛ.t,1.68,1.87,0.63,0.63
98601_f11_int13_2010_09_14_comm,98601,male,s,0.10000000000000009,3.5,3.6,1,y,ɛ,s.ɛ.k,3.5,3.72,secteur,s.ɛ.k.t.œ.ʁ,3.5,3.88,0.63,0.63
98601_f12_int15_2010_09_14_comm,98601,male,s,0.1100000000000001,1.21,1.32,4,ʁ,ɑ̃,s.ɑ̃,1.21,1.45,pourcent,p.u.ʁ.s.ɑ̃,1.04,1.45,0.52,0.52
98601_f12_int15_2010_09_14_comm,98601,male,s,0.16999999999999993,2.43,2.6,1,ʁ,i,s.i,2.43,2.63,si,s.i,2.43,2.63,2.26,2.26
98601_f12_int15_2010_09_14_comm,98601,male,s,0.10000000000000009,3.8,3.9,1,ɔ̃,e,s.e,3.8,3.93,c'est,s.e,3.8,3.93,2.26,2.26
98601_f12_int15_2010_09_14_comm,98601,male,s,0.08000000000000007,4.04,4.12,1,ɑ̃,ə,s.ə,4.04,4.17,ce,s.ə,4.04,4.17,2.26,2.26
98601_f12_int15_2010_09_14_comm,98601,male,s,0.09999999999999964,4.17,4.27,1,ə,ɛ,s.ɛ.k,4.17,4.38,secteur,s.ɛ.k.t.œ.ʁ,4.17,4.61,2.26,2.26
98601_f12_int15_2010_09_14_comm,98601,male,s,0.11000000000000032,4.72,4.83,1,l,ə,s.ə,4.72,4.87,se,s.ə,4.72,4.87,2.26,2.26
98601_f12_int15_2010_09_14_comm,98601,male,s,0.09999999999999964,5.0,5.1,1,ɛ,ɑ̃,s.ɑ̃,5.0,5.21,sentir,s.ɑ̃.t.i.ʁ,5.0,5.39,2.26,2.26
98601_f12_int15_2010_09_14_comm,98601,male,s,0.08000000000000007,5.39,5.47,1,ʁ,y,s.y.ʁ,5.39,5.65,surtout,s.y.ʁ.t.u,5.39,5.89,2.26,2.26
98601_f12_int15_2010_09_14_comm,98601,male,s,0.17000000000000082,6.31,6.48,1,<SIL>,ɑ,s.ɑ,6.31,6.55,ça,s.ɑ,6.31,6.55,6.31,6.31
98601_f12_int15_2010_09_14_comm,98601,male,ʃ,0.10999999999999943,8.56,8.67,4,ɔ,ɛ,ʃ.ɛ.n,8.56,8.78,prochaines,p.ʁ.ɔ.ʃ.ɛ.n,8.42,8.78,6.31,6.31
98601_f1_int1_2010_09_14_comm,98601,male,s,0.08000000000000002,0.24,0.32,1,a,ə,s.ə,0.24,0.35,ce,s.ə,0.24,0.35,0.13,0.13
98601_f1_int1_2010_09_14_comm,98601,male,s,0.13,0.53,0.66,1,ɑ̃,i,s.i,0.53,0.7,ci,s.i,0.53,0.7,0.13,0.13
98601_f1_int1_2010_09_14_comm,98601,male,s,0.08000000000000007,5.33,5.41,3,ɑ,e,s.e,5.33,5.44,passer,p.ɑ.s.e,5.19,5.44,5.19,5.19
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10999999999999943,10.93,11.04,1,<SIL>,ɛ,s.ɛ.t,10.93,11.22,cette,s.ɛ.t,10.93,11.22,7.97,7.97
98601_f1_int1_2010_09_14_comm,98601,male,s,0.09999999999999964,14.99,15.09,1,ʁ,e,s.e,14.99,15.14,c'est,s.e,14.99,15.14,12.34,12.34
98601_f1_int1_2010_09_14_comm,98601,male,s,0.08999999999999986,17.71,17.8,1,ʁ,y,s.y.ʁ,17.71,17.9,sur,s.y.ʁ,17.71,17.9,17.06,17.06
98601_f1_int1_2010_09_14_comm,98601,male,s,0.11000000000000298,17.9,18.01,1,ʁ,ɛ,s.ɛ.t,17.9,18.24,cette,s.ɛ.t,17.9,18.24,17.06,17.06
98601_f1_int1_2010_09_14_comm,98601,male,ʃ,0.120000000000001,20.23,20.35,1,e,ɜ,ʃ.ɜ.ʁ,20.23,20.49,chers,ʃ.ɜ.ʁ,20.23,20.49,17.06,17.06
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10999999999999943,21.92,22.03,1,<SIL>,e,s.e,21.92,22.07,c'est,s.e,21.92,22.07,21.92,21.92
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10999999999999943,23.95,24.06,1,a,i,s.i.ʁ,23.95,24.18,circonscription,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,23.95,24.78,21.92,21.92
98601_f1_int1_2010_09_14_comm,98601,male,s,0.120000000000001,28.29,28.41,1,ɑ̃,ɛ,s.ɛ.t,28.29,28.51,cette,s.ɛ.t,28.29,28.51,26.3,26.3
98601_f1_int1_2010_09_14_comm,98601,male,s,0.14000000000000057,30.11,30.25,1,<SIL>,ɛ̃,s.ɛ̃,30.11,30.3,simplement,s.ɛ̃.p.l.ə.m.ɑ̃,30.11,30.58,30.11,30.11
98601_f1_int1_2010_09_14_comm,98601,male,s,0.07000000000000028,31.14,31.21,1,ə,ə,s.ə,31.14,31.24,ce,s.ə,31.14,31.24,30.11,30.11
98601_f1_int1_2010_09_14_comm,98601,male,s,0.11999999999999744,41.25,41.37,5,a,i,s.i,41.25,41.43,capacité,k.a.p.a.s.i.t.e,40.95,41.62,40.24,40.24
98601_f1_int1_2010_09_14_comm,98601,male,s,0.12999999999999545,47.31,47.44,1,<SIL>,ə,s.ə,47.31,47.5,se,s.ə,47.31,47.5,47.31,47.31
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10999999999999943,52.38,52.49,3,ɔ̃,ɛ,s.ɛ.ʁ,52.38,52.57,concernés,k.ɔ̃.s.ɛ.ʁ.n.e,52.22,52.74,49.72,49.72
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10000000000000142,53.51,53.61,1,ʁ,e,s.e,53.51,53.64,ces,s.e,53.51,53.64,53.38,53.38
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10000000000000142,54.18,54.28,1,ʁ,ɛ̃,s.ɛ̃.s,54.18,54.45,s'inscrivent,s.ɛ̃.s.k.ʁ.i.v,54.18,54.65,53.38,53.38
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10000000000000142,61.35,61.45,3,ɔ̃,ɛ,s.ɛ.ʁ,61.35,61.5,concernant,k.ɔ̃.s.ɛ.ʁ.n.ɑ̃,61.21,61.65,61.21,61.21
98601_f1_int1_2010_09_14_comm,98601,male,s,0.0799999999999983,64.08,64.16,1,e,i,s.i.ʁ,64.08,64.26,circonscriptions,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,64.08,64.82,61.21,61.21
98601_f1_int1_2010_09_14_comm,98601,male,s,0.1599999999999966,65.36,65.52,1,<SIL>,ə,s.ə,65.36,65.55,ce,s.ə,65.36,65.55,65.36,65.36
98601_f1_int1_2010_09_14_comm,98601,male,s,0.11999999999999034,66.7,66.82,1,ə,ɜ,s.ɜ.z,66.7,67.0,seize,s.ɜ.z,66.7,67.0,65.36,65.36
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10999999999999943,68.22,68.33,1,ʁ,ɔ̃,s.ɔ̃,68.22,68.42,son,s.ɔ̃,68.22,68.42,65.36,65.36
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10999999999999943,68.78,68.89,2,i,i,s.i,68.78,68.93,ici,i.s.i,68.73,68.93,65.36,65.36
98601_f1_int1_2010_09_14_comm,98601,male,s,0.09000000000000341,69.05,69.14,3,a,ɑ̃,s.ɑ̃,69.05,69.21,l'assemblée,l.a.s.ɑ̃.b.l.e,68.96,69.31,65.36,65.36
98601_f1_int1_2010_09_14_comm,98601,male,s,0.09999999999999432,72.29,72.39,3,a,ɑ̃,s.ɑ̃,72.29,72.56,l'assemblée,l.a.s.ɑ̃.b.l.e,72.18,72.8,70.61,70.61
98601_f1_int1_2010_09_14_comm,98601,male,s,0.0799999999999983,75.88,75.96,3,ɔ̃,y,s.y.l,75.88,76.06,consultation,k.ɔ̃.s.y.l.t.a.s.j.ɔ̃,75.71,76.69,73.69,73.69
98601_f1_int1_2010_09_14_comm,98601,male,s,0.1700000000000017,80.48,80.65,1,ø,œ,s.œ.l,80.48,80.79,seuls,s.œ.l,80.48,80.79,79.94,79.94
98601_f1_int1_2010_09_14_comm,98601,male,s,0.14000000000000057,82.41,82.55,3,ɔ,i,s.i,82.41,82.59,possiblement,p.ɔ.s.i.b.l.ə.m.ɑ̃,82.23,82.85,79.94,79.94
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10000000000000853,83.3,83.4,6,ɑ̃,e,s.e,83.3,83.44,influencer,ɛ̃.f.l.y.ɑ̃.s.e,82.85,83.44,79.94,79.94
98601_f1_int1_2010_09_14_comm,98601,male,s,0.0800000000000125,86.85,86.93,1,e,i,s.i.ʁ,86.85,87.04,circonscriptions,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,86.85,87.62,84.5,84.5
98601_f1_int1_2010_09_14_comm,98601,male,s,0.1700000000000017,91.36,91.53,3,ɔ̃,i,s.i,91.36,91.57,considérablement,k.ɔ̃.s.i.d.e.ʁ.a.b.l.ə.m.ɑ̃,91.11,92.23,88.65,88.65
98601_f1_int1_2010_09_14_comm,98601,male,s,0.10000000000000853,95.24,95.34,1,a,ɑ̃,s.ɑ̃,95.24,95.44,cent,s.ɑ̃,95.24,95.44,93.95,93.95
98601_f1_int1_2010_09_14_comm,98601,male,s,0.09000000000000341,96.58,96.67,1,a,i,s.i.ʁ,96.58,96.82,circonscription,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,96.58,97.4,93.95,93.95
98601_f2_int2_2010_09_14_comm,98601,male,s,0.08999999999999997,0.49,0.58,1,ɑ̃,ə,s.ə,0.49,0.65,ce,s.ə,0.49,0.65,0.31,0.31
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10999999999999988,1.78,1.89,1,e,ɛ,s.ɛ.ʁ,1.78,1.98,certainement,s.ɛ.ʁ.t.ɛ.n.m.ɑ̃,1.78,2.46,0.31,0.31
98601_f2_int2_2010_09_14_comm,98601,male,s,0.08000000000000007,6.42,6.5,1,ø,ɔ̃,s.ɔ̃,6.42,6.59,sont,s.ɔ̃,6.42,6.59,5.66,5.66
98601_f2_int2_2010_09_14_comm,98601,male,s,0.129999999999999,9.49,9.62,5,i,i,s.i,9.49,9.68,municipaux,m.y.ɲ.i.s.i.p.o,9.3,9.9,8.81,8.81
98601_f2_int2_2010_09_14_comm,98601,male,s,0.08999999999999986,13.14,13.23,3,ɔ̃,y,s.y.l,13.14,13.34,consultés,k.ɔ̃.s.y.l.t.e,12.89,13.52,12.6,12.6
98601_f2_int2_2010_09_14_comm,98601,male,s,0.07000000000000028,13.52,13.59,1,e,y,s.y.ʁ,13.52,13.67,sur,s.y.ʁ,13.52,13.67,12.6,12.6
98601_f2_int2_2010_09_14_comm,98601,male,s,0.11999999999999922,13.67,13.79,1,ʁ,ɛ,s.ɛ.t,13.67,13.97,cette,s.ɛ.t,13.67,13.97,12.6,12.6
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10999999999999943,20.47,20.58,1,ɛ,i,s.i,20.47,20.62,signifier,s.i.ɲ.i.f.j.e,20.47,20.87,19.52,19.52
98601_f2_int2_2010_09_14_comm,98601,male,s,0.129999999999999,23.73,23.86,1,ə,u,s.u.s,23.73,24.0,souscris,s.u.s.k.ʁ.i,23.73,24.12,23.43,23.43
98601_f2_int2_2010_09_14_comm,98601,male,s,0.120000000000001,24.43,24.55,4,ɛ̃,i,s.i.p,24.43,24.67,principe,p.ʁ.ɛ̃.s.i.p,24.21,24.67,23.43,23.43
98601_f2_int2_2010_09_14_comm,98601,male,s,0.1999999999999993,29.02,29.22,1,l,ə,s.ə,29.02,29.29,se,s.ə,29.02,29.29,23.43,23.43
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10000000000000142,29.29,29.39,1,ə,ɔ̃,s.ɔ̃,29.29,29.48,sont,s.ɔ̃,29.29,29.48,23.43,23.43
98601_f2_int2_2010_09_14_comm,98601,male,s,0.12999999999999545,33.35,33.48,1,<SIL>,e,s.e,33.35,33.54,c'est,s.e,33.35,33.54,33.35,33.35
98601_f2_int2_2010_09_14_comm,98601,male,s,0.12999999999999545,35.35,35.48,4,ɔ,e,s.e,35.35,35.55,procéder,p.ʁ.ɔ.s.e.d.e,35.18,35.64,33.35,33.35
98601_f2_int2_2010_09_14_comm,98601,male,s,0.0899999999999963,38.42,38.51,1,ə,u,s.u.s,38.42,38.61,souscris,s.u.s.k.ʁ.i,38.42,38.76,38.26,38.26
98601_f2_int2_2010_09_14_comm,98601,male,s,0.11999999999999744,39.34,39.46,4,ɛ̃,i,s.i.p,39.34,39.63,principe,p.ʁ.ɛ̃.s.i.p,39.13,39.63,38.26,38.26
98601_f2_int2_2010_09_14_comm,98601,male,ʃ,0.14000000000000057,39.76,39.9,1,ə,a,ʃ.a.k,39.76,40.04,chaque,ʃ.a.k,39.76,40.04,38.26,38.26
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10000000000000142,40.04,40.14,1,k,i,s.i.ʁ,40.04,40.26,circonscription,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,40.04,40.79,38.26,38.26
98601_f2_int2_2010_09_14_comm,98601,male,s,0.12999999999999545,43.13,43.26,2,a,y,s.y,43.13,43.31,assurer,a.s.y.ʁ.e,43.02,43.42,42.51,42.51
98601_f2_int2_2010_09_14_comm,98601,male,s,0.14000000000000057,47.8,47.94,3,ɔ̃,i,s.i,47.8,47.97,considérer,k.ɔ̃.s.i.d.e.ʁ.e,47.67,48.4,47.32,47.32
98601_f2_int2_2010_09_14_comm,98601,male,s,0.13000000000000256,49.44,49.57,3,ɔ̃,e,s.e,49.44,49.66,concéder,k.ɔ̃.s.e.d.e,49.21,49.87,48.72,48.72
98601_f2_int2_2010_09_14_comm,98601,male,s,0.15000000000000568,50.41,50.56,7,ʁ,i,s.i.s,50.41,50.73,l'exercice,l.ɛ.ɡ.z.ɛ.ʁ.s.i.s,50.06,50.73,48.72,48.72
98601_f2_int2_2010_09_14_comm,98601,male,s,0.13000000000000256,53.04,53.17,3,a,i,s.i.l,53.04,53.39,facile,f.a.s.i.l,52.91,53.39,48.72,48.72
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10999999999999943,56.07,56.18,1,m,i,s.i,56.07,56.23,si,s.i,56.07,56.23,55.77,55.77
98601_f2_int2_2010_09_14_comm,98601,male,s,0.11999999999999744,56.39,56.51,1,ə,u,s.u.s,56.39,56.66,souscris,s.u.s.k.ʁ.i,56.39,56.81,55.77,55.77
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10999999999999943,56.85,56.96,1,a,ɛ,s.ɛ.ʁ,56.85,57.05,certains,s.ɛ.ʁ.t.ɛ̃,56.85,57.21,55.77,55.77
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10999999999999943,57.42,57.53,4,ɛ̃,i,s.i.p,57.42,57.61,principes,p.ʁ.ɛ̃.s.i.p,57.21,57.61,55.77,55.77
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10000000000000142,62.83,62.93,3,a,ɔ̃,s.ɔ̃,62.83,63.02,façon,f.a.s.ɔ̃,62.72,63.02,62.02,62.02
98601_f2_int2_2010_09_14_comm,98601,male,s,0.09999999999999432,64.42,64.52,1,a,i,s.i.ʁ,64.42,64.65,circonscription,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,64.42,65.16,62.02,62.02
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10000000000000853,68.13,68.23,1,e,y,s.y.ʁ,68.13,68.32,surtout,s.y.ʁ.t.u,68.13,68.44,68.09,68.09
98601_f2_int2_2010_09_14_comm,98601,male,s,0.09999999999999432,70.51,70.61,1,e,y,s.y.ʁ,70.51,70.68,sur,s.y.ʁ,70.51,70.68,68.09,68.09
98601_f2_int2_2010_09_14_comm,98601,male,s,0.05999999999998806,75.29,75.35,1,ʁ,y,s.y.ʁ,75.29,75.42,sur,s.y.ʁ,75.29,75.42,73.22,73.22
98601_f2_int2_2010_09_14_comm,98601,male,s,0.09000000000000341,81.69,81.78,1,a,i,s.i.ʁ,81.69,81.86,circonscription,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,81.69,82.36,78.27,78.27
98601_f2_int2_2010_09_14_comm,98601,male,s,0.10999999999999943,84.06,84.17,3,ɑ,e,s.e,84.06,84.24,passer,p.ɑ.s.e,83.82,84.24,83.35,83.35
98601_f2_int2_2010_09_14_comm,98601,male,s,0.12999999999999545,85.72,85.85,4,ʁ,ɑ̃,s.ɑ̃,85.72,86.0,pourcent,p.u.ʁ.s.ɑ̃,85.58,86.0,83.35,83.35
98601_f2_int2_2010_09_14_comm,98601,male,s,0.13000000000000966,87.63,87.76,4,ʁ,ɑ̃,s.ɑ̃,87.63,87.8,pourcent,p.u.ʁ.s.ɑ̃,87.45,87.8,86.56,86.56
98601_f3_int3_2010_09_14_comm,98601,male,s,0.06000000000000005,3.23,3.29,1,ɑ̃,ə,s.ə,3.23,3.33,ce,s.ə,3.23,3.33,1.52,1.52
98601_f3_int3_2010_09_14_comm,98601,male,s,0.11000000000000032,7.76,7.87,1,a,ɛ,s.ɛ.t,7.76,7.92,cette,s.ɛ.t,7.76,7.92,7.41,7.41
98601_f3_int3_2010_09_14_comm,98601,male,s,0.08999999999999986,13.43,13.52,1,a,i,s.i.ʁ,13.43,13.62,circonscription,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,13.43,14.17,11.19,11.19
98601_f3_int3_2010_09_14_comm,98601,male,s,0.09999999999999964,15.21,15.31,1,n,ɛ,s.ɛ.ʁ,15.21,15.39,certaine,s.ɛ.ʁ.t.ɛ.n,15.21,15.67,11.19,11.19
98601_f3_int3_2010_09_14_comm,98601,male,s,0.10000000000000142,17.77,17.87,4,k,ɛ,s.ɛ,17.77,17.93,fixaient,f.i.k.s.ɛ,17.59,17.93,17.5,17.5
98601_f3_int3_2010_09_14_comm,98601,male,s,0.14000000000000057,25.84,25.98,1,l,ɛ̃,s.ɛ̃.k,25.84,26.16,cinq,s.ɛ̃.k,25.84,26.16,22.36,22.36
98601_f3_int3_2010_09_14_comm,98601,male,s,0.11999999999999744,26.28,26.4,4,ʁ,ɑ̃,s.ɑ̃,26.28,26.43,pourcent,p.u.ʁ.s.ɑ̃,26.16,26.43,22.36,22.36
98601_f3_int3_2010_09_14_comm,98601,male,s,0.16000000000000014,27.37,27.53,1,<SIL>,ɑ̃,s.ɑ̃.z,27.37,27.76,sans,s.ɑ̃.z,27.37,27.76,27.37,27.37
