discourse,speaker,gender,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end,utterance_begin,utterance_end
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.12,0.35,0.47,1,ə,a,s.a.m,0.35,0.65,samedi,s.a.m.d.i,0.35,1.07,0.05,0.05
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.21999999999999975,5.63,5.85,2,o,i,s.i,5.63,6.11,aussi,o.s.i,5.52,6.11,3.59,3.59
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.08999999999999986,14.49,14.58,1,i,a,s.a,14.49,14.66,s'adresse,s.a.d.ʁ.ɛ.s,14.49,14.97,14.34,14.34
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.09999999999999964,15.18,15.28,3,ɑ̃,ɑ̃,s.ɑ̃.b.l,15.18,15.45,l'ensemble,l.ɑ̃.s.ɑ̃.b.l,15.03,15.45,14.34,14.34
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.08000000000000185,17.34,17.42,1,ə,ə,s.ə,17.34,17.48,semaine,s.ə.m.ɛ.n,17.34,17.72,16.96,16.96
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,18.2,18.31,1,a,y,s.y.ʁ,18.2,18.44,surprise,s.y.ʁ.p.ʁ.i.z,18.2,19.12,16.96,16.96
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.120000000000001,20.79,20.91,2,o,i,s.i,20.79,20.95,aussi,o.s.i,20.72,20.95,20.58,20.58
14401_f1_int2_2022_03_29_assnat_174837,14401,female,ʃ,0.129999999999999,25.66,25.79,1,n,a,ʃ.a.ʁ.ʒ,25.66,26.11,charge,ʃ.a.ʁ.ʒ,25.66,26.11,25.26,25.26
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.09999999999999787,30.12,30.22,1,ə,ɛ̃,s.ɛ̃.k,30.12,30.35,cinq,s.ɛ̃.k,30.12,30.35,29.23,29.23
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,30.35,30.43,1,k,ɑ̃,s.ɑ̃,30.35,30.5,cent,s.ɑ̃,30.35,30.5,29.23,29.23
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,36.97,37.11,3,a,y,s.y,36.97,37.16,rassurer,ʁ.a.s.y.ʁ.e,36.84,37.4,36.39,36.39
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,40.75,40.86,1,ø,y,s.y.ʁ,40.75,41.0,surtout,s.y.ʁ.t.u,40.75,41.12,40.54,40.54
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,41.29,41.43,3,a,y,s.y,41.29,41.47,s'assurer,s.a.s.y.ʁ.e,41.12,41.77,40.54,40.54
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0800000000000054,41.12,41.2,1,u,a,s.a,41.12,41.29,s'assurer,s.a.s.y.ʁ.e,41.12,41.77,40.54,40.54
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.1599999999999966,45.49,45.65,1,ɛ,y,s.y.ʁ,45.49,45.77,surprise,s.y.ʁ.p.ʁ.i.z,45.49,46.32,44.44,44.44
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.1599999999999966,50.78,50.94,3,ɛ̃,ɛ,s.ɛ.ʁ,50.78,51.08,sincèrement,s.ɛ̃.s.ɛ.ʁ.m.ɑ̃,50.56,51.35,50.3,50.3
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.11999999999999744,50.56,50.68,1,s,ɛ̃,s.ɛ̃,50.56,50.78,sincèrement,s.ɛ̃.s.ɛ.ʁ.m.ɑ̃,50.56,51.35,50.3,50.3
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.19999999999999574,53.56,53.76,1,<SIL>,ɑ̃,s.ɑ̃,53.56,53.85,cent,s.ɑ̃,53.56,53.85,52.01,52.01
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,54.88,55.02,1,<SIL>,ə,s.ə,54.88,55.09,se,s.ə,54.88,55.09,54.88,54.88
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.19999999999999574,61.96,62.16,1,ɔ̃,y,s.y.ʁ,61.96,62.23,sur,s.y.ʁ,61.96,62.23,60.57,60.57
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.13000000000000256,62.23,62.36,1,ʁ,ɛ,s.ɛ.t,62.23,62.44,cette,s.ɛ.t,62.23,62.44,60.57,60.57
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.07000000000000739,67.85,67.92,1,d,y,s.y.ʁ,67.85,67.99,surprise,s.y.ʁ.p.ʁ.i.z,67.85,68.41,67.43,67.43
14401_f1_int2_2022_03_29_assnat_174837,14401,female,ʃ,0.14999999999999147,69.59,69.74,1,a,o,ʃ.o.z,69.59,69.86,chose,ʃ.o.z,69.59,69.86,67.43,67.43
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,71.64,71.78,4,ʁ,ɔ,s.ɔ.n,71.64,71.99,personne,p.ɛ.ʁ.s.ɔ.n,71.48,71.99,71.2,71.2
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.14999999999999147,73.29,73.44,4,a,ɑ̃,s.ɑ̃.t,73.29,73.63,soixante,s.w.a.s.ɑ̃.t,72.94,73.63,71.2,71.2
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.18999999999999773,76.02,76.21,1,ə,ɛ̃,s.ɛ̃,76.02,76.37,cinquante,s.ɛ̃.k.ɑ̃.t,76.02,76.9,75.89,75.89
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.19999999999998863,77.15,77.35,4,ʁ,ɑ̃,s.ɑ̃,77.15,77.58,pourcent,p.u.ʁ.s.ɑ̃,76.9,77.58,75.89,75.89
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.23999999999999488,80.06,80.3,2,i,i,s.i,80.06,80.55,ici,i.s.i,79.98,80.55,79.43,79.43
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.21000000000000796,83.6,83.81,1,<SIL>,ɛ̃,s.ɛ̃,83.6,83.92,cinquante,s.ɛ̃.k.ɑ̃.t,83.6,84.25,83.6,83.6
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,84.4,84.51,4,ʁ,ɑ̃,s.ɑ̃,84.4,84.69,pourcent,p.u.ʁ.s.ɑ̃,84.25,84.69,83.6,83.6
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.12000000000000455,94.27,94.39,1,e,e,s.e,94.27,94.43,c'est,s.e,94.27,94.43,93.74,93.74
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.09999999999999432,94.43,94.53,1,e,ɑ̃,s.ɑ̃,94.43,94.6,sans,s.ɑ̃,94.43,94.6,93.74,93.74
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,95.51,95.65,1,e,y,s.y,95.51,95.68,suffisante,s.y.f.i.z.ɑ̃.t,95.51,96.08,93.74,93.74
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.08000000000000007,3.39,3.47,1,<SIL>,e,s.e.t,3.39,3.56,c'est,s.e.t,3.39,3.56,3.39,3.39
14401_f2_int3_2022_03_29_assnat_174837,14401,female,ʃ,0.07999999999999963,3.72,3.8,2,e,ɑ̃,ʃ.ɑ̃.ʒ,3.72,3.94,échange,e.ʃ.ɑ̃.ʒ,3.67,3.94,3.39,3.39
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.16000000000000014,4.03,4.19,1,ə,ɛ,s.ɛ.ʁ,4.03,4.29,services,s.ɛ.ʁ.v.i.s,4.03,4.67,3.39,3.39
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.1200000000000001,5.97,6.09,1,ə,ɛ,s.ɛ.ʁ,5.97,6.17,services,s.ɛ.ʁ.v.i.s,5.97,6.6,5.88,5.88
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.20999999999999908,8.96,9.17,1,<SIL>,ɑ̃,s.ɑ̃,8.96,9.28,santé,s.ɑ̃.t.e,8.96,9.59,8.96,8.96
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.16999999999999993,10.4,10.57,1,ɔ̃,ɔ̃,s.ɔ̃,10.4,10.66,sont,s.ɔ̃,10.4,10.66,8.96,8.96
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.13999999999999702,17.76,17.9,1,a,ə,s.ə,17.76,17.93,cela,s.ə.l.ɑ,17.76,18.04,15.03,15.03
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,18.23,18.34,1,<SIL>,e,s.e.t,18.23,18.41,c'est,s.e.t,18.23,18.41,18.23,18.23
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.21999999999999886,18.78,19.0,1,ə,ɔ,s.ɔ,18.78,19.05,société,s.ɔ.s.j.e.t.e,18.78,19.52,18.23,18.23
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,24.87,25.01,3,ə,y,s.y,24.87,25.12,dessus,d.ə.s.y,24.81,25.12,24.17,24.17
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.120000000000001,27.79,27.91,1,e,ə,s.ə,27.79,27.96,ce,s.ə,27.79,27.96,27.14,27.14
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,28.36,28.46,1,o,ə,s.ə,28.36,28.53,ce,s.ə,28.36,28.53,27.14,27.14
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.11999999999999744,33.52,33.64,4,ʁ,ɔ,s.ɔ.n,33.52,33.81,personne,p.ɛ.ʁ.s.ɔ.n,33.32,33.81,33.16,33.16
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.1599999999999966,35.64,35.8,4,a,ɑ̃,s.ɑ̃.t,35.64,35.96,soixante,s.w.a.s.ɑ̃.t,35.43,35.96,34.88,34.88
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,39.72,39.83,1,ə,ɛ̃,s.ɛ̃,39.72,39.89,cinquante,s.ɛ̃.k.ɑ̃.t,39.72,40.08,39.52,39.52
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.07000000000000028,40.25,40.32,4,ʁ,ɑ̃,s.ɑ̃,40.25,40.43,pourcent,p.u.ʁ.s.ɑ̃,40.08,40.43,39.52,39.52
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.1600000000000037,41.51,41.67,1,<SIL>,e,s.e,41.51,41.84,c'est,s.e,41.51,41.84,41.51,41.51
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.0899999999999963,47.99,48.08,1,<SIL>,ə,s.ə,47.99,48.13,ce,s.ə,47.99,48.13,47.99,47.99
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.14999999999999858,48.13,48.28,1,ə,e,s.e,48.13,48.31,c'est,s.e,48.13,48.31,47.99,47.99
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,49.08,49.19,1,l,y,s.y.ʁ,49.08,49.26,sur,s.y.ʁ,49.08,49.26,47.99,47.99
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.14999999999999858,49.86,50.01,1,ɑ̃,i,s.i.t,49.86,50.22,sites,s.i.t,49.86,50.22,47.99,47.99
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,52.04,52.15,1,l,ə,s.ə,52.04,52.22,se,s.ə,52.04,52.22,47.99,47.99
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.09000000000000341,53.87,53.96,1,a,ɔ̃,s.ɔ̃,53.87,54.07,son,s.ɔ̃,53.87,54.07,53.0,53.0
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.17999999999999972,63.3,63.48,2,ɛ̃,i,s.i,63.3,63.65,ainsi,ɛ̃.s.i,63.17,63.65,59.76,59.76
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.20000000000000284,64.58,64.78,1,a,u,s.u.ʁ.s,64.58,65.07,source,s.u.ʁ.s,64.58,65.07,59.76,59.76
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,66.0,66.11,2,a,y,s.y,66.0,66.14,assurance,a.s.y.ʁ.ɑ̃.s,65.91,66.38,59.76,59.76
14401_f2_int3_2022_03_29_assnat_174837,14401,female,ʃ,0.15000000000000568,71.3,71.45,1,o,ɜ,ʃ.ɜ.ʁ,71.3,71.65,cher,ʃ.ɜ.ʁ,71.3,71.65,68.07,68.07
14401_f2_int3_2022_03_29_assnat_174837,14401,female,ʃ,0.12999999999999545,73.06,73.19,1,o,ɜ,ʃ.ɜ.ʁ,73.06,73.32,cher,ʃ.ɜ.ʁ,73.06,73.32,68.07,68.07
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.12000000000000455,74.31,74.43,3,a,y,s.y,74.31,74.46,d'assurance,d.a.s.y.ʁ.ɑ̃.s,74.14,74.82,68.07,68.07
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.0899999999999892,79.68,79.77,1,ɔ̃,y,s.y.ʁ,79.68,79.83,sur,s.y.ʁ,79.68,79.83,77.99,77.99
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,79.83,79.94,1,ʁ,ɛ,s.ɛ.t,79.83,80.1,cette,s.ɛ.t,79.83,80.1,77.99,77.99
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.060000000000002274,80.82,80.88,1,t,ə,s.ə,80.82,80.91,ce,s.ə,80.82,80.91,80.72,80.72
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.06999999999999318,80.98,81.05,1,ə,e,s.e,80.98,81.1,c'était,s.e.t.ɛ,80.98,81.26,80.72,80.72
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,88.36,88.47,1,e,ɑ,s.ɑ,88.36,88.51,ça,s.ɑ,88.36,88.51,87.65,87.65
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,94.23,94.37,1,<SIL>,ɑ,s.ɑ,94.23,94.44,ça,s.ɑ,94.23,94.44,94.23,94.23
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.08999999999999997,0.52,0.61,1,<SIL>,e,s.e,0.52,0.66,c'est,s.e,0.52,0.66,0.52,0.52
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.08999999999999997,0.81,0.9,1,m,ɑ,s.ɑ,0.81,0.95,ça,s.ɑ,0.81,0.95,0.52,0.52
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.1200000000000001,1.9,2.02,1,<SIL>,e,s.e.t,1.9,2.16,c'est,s.e.t,1.9,2.16,1.9,1.9
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.11000000000000032,7.85,7.96,1,<SIL>,e,s.e,7.85,8.0,c'est,s.e,7.85,8.0,7.85,7.85
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.15000000000000036,8.11,8.26,1,ə,a,s.a,8.11,8.32,s'assurer,s.a.s.y.ʁ.e,8.11,8.71,7.85,7.85
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.17999999999999972,8.32,8.5,3,a,y,s.y,8.32,8.54,s'assurer,s.a.s.y.ʁ.e,8.11,8.71,7.85,7.85
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.11999999999999922,10.74,10.86,1,<SIL>,e,s.e,10.74,10.91,c'est,s.e,10.74,10.91,10.74,10.74
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.21000000000000085,11.03,11.24,1,ə,a,s.a,11.03,11.32,s'assurer,s.a.s.y.ʁ.e,11.03,11.69,10.74,10.74
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.17999999999999972,11.32,11.5,3,a,y,s.y,11.32,11.56,s'assurer,s.a.s.y.ʁ.e,11.03,11.69,10.74,10.74
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.2599999999999998,11.69,11.95,1,e,y,s.y.ʁ,11.69,12.1,surtout,s.y.ʁ.t.u,11.69,12.34,10.74,10.74
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.18999999999999773,18.69,18.88,3,e,i,s.i.z.j,18.69,19.06,décisions,d.e.s.i.z.j.ɔ̃,18.61,19.12,18.27,18.27
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,23.36,23.46,1,<SIL>,e,s.e.t,23.36,23.52,c'est,s.e.t,23.36,23.52,23.36,23.36
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.11999999999999744,29.69,29.81,1,i,ə,s.ə,29.69,29.84,cela,s.ə.l.ɑ,29.69,29.89,29.05,29.05
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.129999999999999,30.85,30.98,3,ɑ,e,s.e,30.85,31.14,passée,p.ɑ.s.e,30.69,31.14,30.47,30.47
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,35.76,35.87,1,i,y,s.y,35.76,35.9,supplémentaires,s.y.p.l.e.m.ɑ̃.t.ɜ.ʁ,35.76,36.33,35.32,35.32
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.12000000000000455,37.12,37.24,1,n,e,s.e,37.12,37.31,série,s.e.ʁ.i,37.12,37.37,36.79,36.79
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,38.2,38.31,1,<SIL>,a,s.a,38.2,38.41,savez,s.a.v.e,38.2,38.5,38.2,38.2
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.1700000000000017,39.94,40.11,1,n,e,s.e,39.94,40.21,série,s.e.ʁ.i,39.94,40.31,39.65,39.65
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.17999999999999972,44.81,44.99,5,ɛ,i,s.i.v,44.81,45.1,excessivement,ɛ.k.s.ɛ.s.i.v.m.ɑ̃,44.58,45.17,44.58,44.58
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.0899999999999963,44.7,44.79,3,k,ɛ,s.ɛ,44.7,44.81,excessivement,ɛ.k.s.ɛ.s.i.v.m.ɑ̃,44.58,45.17,44.58,44.58
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.14000000000000057,47.62,47.76,1,e,o,ʃ.o.z,47.62,48.11,choses,ʃ.o.z,47.62,48.11,47.16,47.16
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,48.43,48.53,1,<SIL>,ɑ,s.ɑ,48.43,48.6,ça,s.ɑ,48.43,48.6,48.43,48.43
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,54.35,54.45,3,ə,y,s.y,54.35,54.61,dessus,d.ə.s.y,54.28,54.61,52.19,52.19
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.11999999999999744,55.24,55.36,6,ɔ,a,ʃ.a.ʒ,55.24,55.6,décrochage,d.e.k.ʁ.ɔ.ʃ.a.ʒ,54.79,55.6,54.79,54.79
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.1700000000000017,61.0,61.17,1,œ̃,i,ʃ.i.f.ʁ,61.0,61.32,chiffre,ʃ.i.f.ʁ,61.0,61.32,57.15,57.15
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,62.86,62.97,1,<SIL>,y,s.y.ʁ,62.86,63.04,sur,s.y.ʁ,62.86,63.04,62.86,62.86
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.10999999999999943,65.13,65.24,6,ɔ,a,ʃ.a.ʒ,65.13,65.38,décrochage,d.e.k.ʁ.ɔ.ʃ.a.ʒ,64.86,65.38,64.17,64.17
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.12000000000000455,68.1,68.22,1,<SIL>,y,s.y.ʁ,68.1,68.29,sur,s.y.ʁ,68.1,68.29,68.1,68.1
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.0800000000000125,75.85,75.93,1,ɔ̃,y,s.y.ʁ,75.85,75.99,sur,s.y.ʁ,75.85,75.99,74.56,74.56
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,75.99,76.07,1,ʁ,ə,s.ə,75.99,76.13,ce,s.ə,75.99,76.13,74.56,74.56
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.15000000000000568,76.13,76.28,1,ə,y,s.y,76.13,76.31,sujet,s.y.ʒ.ɛ,76.13,76.58,74.56,74.56
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.09999999999999432,77.5,77.6,6,ɔ,a,ʃ.a.ʒ,77.5,77.84,décrochage,d.e.k.ʁ.ɔ.ʃ.a.ʒ,77.13,77.84,77.13,77.13
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.18999999999999773,79.87,80.06,1,l,i,ʃ.i.n,79.87,80.12,chinois,ʃ.i.n.w.a,79.87,80.34,78.97,78.97
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.09999999999999432,87.12,87.22,1,<SIL>,ɑ,s.ɑ,87.12,87.26,ça,s.ɑ,87.12,87.26,86.05,86.05
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.09999999999999432,89.2,89.3,1,ɑ̃,e,s.e,89.2,89.35,c'est,s.e,89.2,89.35,88.84,88.84
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.13,0.36,0.49,1,<SIL>,e,s.e,0.36,0.52,c'est,s.e,0.36,0.52,0.36,0.36
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.1299999999999999,4.5,4.63,3,ə,y,s.y,4.5,4.78,dessus,d.ə.s.y,4.44,4.78,4.03,4.03
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,6.27,6.41,4,k,ɛ,s.ɛ,6.27,6.53,d'accès,d.a.k.s.ɛ,6.09,6.53,5.37,5.37
14401_f4_int5_2022_03_29_assnat_174837,14401,female,ʃ,0.1900000000000004,7.43,7.62,1,l,a,ʃ.a.k,7.43,7.77,chaque,ʃ.a.k,7.43,7.77,7.03,7.03
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.1200000000000001,7.77,7.89,1,k,ɑ̃,s.ɑ̃.t.ʁ,7.77,8.08,centre,s.ɑ̃.t.ʁ,7.77,8.08,7.03,7.03
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.129999999999999,8.16,8.29,1,ə,ɛ,s.ɛ.ʁ,8.16,8.42,services,s.ɛ.ʁ.v.i.s,8.16,8.62,7.03,7.03
14401_f4_int5_2022_03_29_assnat_174837,14401,female,ʃ,0.08999999999999986,14.22,14.31,1,ɑ̃,a,ʃ.a.k,14.22,14.42,chaque,ʃ.a.k,14.22,14.42,13.37,13.37
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0600000000000005,14.42,14.48,1,k,ɑ̃,s.ɑ̃.t.ʁ,14.42,14.55,centre,s.ɑ̃.t.ʁ,14.42,14.55,13.37,13.37
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.07000000000000028,14.62,14.69,1,ə,ɛ,s.ɛ.ʁ,14.62,14.75,services,s.ɛ.ʁ.v.i.s,14.62,14.88,13.37,13.37
14401_f4_int5_2022_03_29_assnat_174837,14401,female,ʃ,0.07000000000000028,16.5,16.57,6,ɔ,a,ʃ.a.ʒ,16.5,16.65,décrochage,d.e.k.ʁ.ɔ.ʃ.a.ʒ,16.2,16.65,16.2,16.2
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.129999999999999,19.5,19.63,1,ə,e,s.e.t,19.5,19.83,c'est,s.e.t,19.5,19.83,18.46,18.46
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,22.19,22.27,1,ə,ɑ,s.ɑ,22.19,22.31,ça,s.ɑ,22.19,22.31,22.08,22.08
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,23.12,23.2,1,<SIL>,ɑ,s.ɑ,23.12,23.23,ça,s.ɑ,23.12,23.23,23.12,23.12
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.15000000000000213,23.7,23.85,3,ɑ,e,s.e,23.7,23.88,passé,p.ɑ.s.e,23.51,23.88,23.12,23.12
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,24.64,24.75,1,ɛ,ɛ̃,s.ɛ̃,24.64,24.79,s'inquiéter,s.ɛ̃.c.e.t.e,24.64,25.22,24.29,24.29
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,28.63,28.77,2,a,i,s.i,28.63,28.81,assis,a.s.i,28.5,28.81,27.73,27.73
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,29.67,29.75,1,ɑ̃,a,s.a,29.67,29.82,sa,s.a,29.67,29.82,27.73,27.73
14401_f4_int5_2022_03_29_assnat_174837,14401,female,ʃ,0.10999999999999943,29.82,29.93,1,a,ɜ,ʃ.ɜ.z,29.82,30.18,chaise,ʃ.ɜ.z,29.82,30.18,27.73,27.73
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,31.71,31.79,1,ə,e,s.e,31.71,31.93,ses,s.e,31.71,31.93,27.73,27.73
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.07000000000000028,32.32,32.39,2,e,ɛ,s.ɛ.j,32.32,32.42,essayer,e.s.ɛ.j.e,32.28,32.43,27.73,27.73
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,37.49,37.57,2,o,i,s.i,37.49,37.6,aussi,o.s.i,37.43,37.6,37.14,37.14
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,40.07,40.17,1,u,a,s.a,40.07,40.27,savez,s.a.v.e,40.07,40.56,37.14,37.14
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,45.25,45.36,1,ə,i,s.i.s,45.25,45.48,système,s.i.s.t.ɛ.m,45.25,45.67,45.15,45.15
14401_f4_int5_2022_03_29_assnat_174837,14401,female,ʃ,0.19000000000000483,47.12,47.31,1,u,ɑ̃,ʃ.ɑ̃,47.12,47.56,changer,ʃ.ɑ̃.ʒ.e,47.12,47.98,45.15,45.15
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,52.76,52.9,3,ɑ̃,e,s.e,52.76,52.97,d'enseignants,d.ɑ̃.s.e.ɲ.ɑ̃,52.6,53.28,51.99,51.99
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.09000000000000341,53.94,54.03,1,<SIL>,ɑ,s.ɑ,53.94,54.07,ç'a,s.ɑ,53.94,54.07,53.94,53.94
14401_f4_int5_2022_03_29_assnat_174837,14401,female,ʃ,0.10000000000000142,54.66,54.76,1,spn,ɑ̃,ʃ.ɑ̃,54.66,54.93,changé,ʃ.ɑ̃.ʒ.e,54.66,55.16,53.94,53.94
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,56.23,56.37,1,<SIL>,ɑ,s.ɑ,56.23,56.4,ça,s.ɑ,56.23,56.4,56.23,56.23
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.17999999999999972,56.5,56.68,2,o,i,s.i,56.5,56.71,aussi,o.s.i,56.4,56.71,56.23,56.23
