discourse,speaker,gender,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end,utterance_begin,utterance_end,measurement,original_rate,downsampled_to,spectral_peak_full,spectral_cog,F_M
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.12,0.35,0.47,1,ə,a,s.a.m,0.35,0.65,samedi,s.a.m.d.i,0.35,1.07,0.05,0.05,0.5,44100,22050,10009.7276264591,8233.29516158367,7693.1906614786
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.22,5.63,5.85,2,o,i,s.i,5.63,6.11,aussi,o.s.i,5.52,6.11,3.59,3.59,0.5,44100,22050,8779.96108949416,7826.69503232094,6921.01167315175
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0899999999999999,14.49,14.58,1,i,a,s.a,14.49,14.66,s'adresse,s.a.d.ʁ.ɛ.s,14.49,14.97,14.34,14.34,0.5,44100,22050,8894.3579766537,6836.5595020134,7836.18677042802
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0999999999999996,15.18,15.28,3,ɑ̃,ɑ̃,s.ɑ̃.b.l,15.18,15.45,l'ensemble,l.ɑ̃.s.ɑ̃.b.l,15.03,15.45,14.34,14.34,0.5,44100,22050,7435.79766536965,6875.84921264609,7435.79766536965
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0800000000000018,17.34,17.42,1,ə,ə,s.ə,17.34,17.48,semaine,s.ə.m.ɛ.n,17.34,17.72,16.96,16.96,0.5,44100,22050,6120.23346303502,6563.99099546805,6120.23346303502
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,18.2,18.31,1,a,y,s.y.ʁ,18.2,18.44,surprise,s.y.ʁ.p.ʁ.i.z,18.2,19.12,16.96,16.96,0.5,44100,22050,5634.046692607,5915.34554723274,5634.046692607
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.120000000000001,20.79,20.91,2,o,i,s.i,20.79,20.95,aussi,o.s.i,20.72,20.95,20.58,20.58,0.5,44100,22050,5605.44747081712,6480.75612133754,5605.44747081712
14401_f1_int2_2022_03_29_assnat_174837,14401,female,ʃ,0.129999999999999,25.66,25.79,1,n,a,ʃ.a.ʁ.ʒ,25.66,26.11,charge,ʃ.a.ʁ.ʒ,25.66,26.11,25.26,25.26,0.5,44100,22050,3517.70428015564,4252.05856400497,3517.70428015564
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0999999999999979,30.12,30.22,1,ə,ɛ̃,s.ɛ̃.k,30.12,30.35,cinq,s.ɛ̃.k,30.12,30.35,29.23,29.23,0.5,44100,22050,7121.20622568093,6852.64679466213,7121.20622568093
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,30.35,30.43,1,k,ɑ̃,s.ɑ̃,30.35,30.5,cent,s.ɑ̃,30.35,30.5,29.23,29.23,0.5,44100,22050,7864.7859922179,6793.99628772914,7864.7859922179
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.140000000000001,36.97,37.11,3,a,y,s.y,36.97,37.16,rassurer,ʁ.a.s.y.ʁ.e,36.84,37.4,36.39,36.39,0.5,44100,22050,5004.86381322957,5591.16498864223,5004.86381322957
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,40.75,40.86,1,ø,y,s.y.ʁ,40.75,41,surtout,s.y.ʁ.t.u,40.75,41.12,40.54,40.54,0.5,44100,22050,3975.29182879377,4991.62408130061,3975.29182879377
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.140000000000001,41.29,41.43,3,a,y,s.y,41.29,41.47,s'assurer,s.a.s.y.ʁ.e,41.12,41.77,40.54,40.54,0.5,44100,22050,4690.27237354086,5006.24172120583,4690.27237354086
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0800000000000054,41.12,41.2,1,u,a,s.a,41.12,41.29,s'assurer,s.a.s.y.ʁ.e,41.12,41.77,40.54,40.54,0.5,44100,22050,5433.85214007782,6096.71348196968,5433.85214007782
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.159999999999997,45.49,45.65,1,ɛ,y,s.y.ʁ,45.49,45.77,surprise,s.y.ʁ.p.ʁ.i.z,45.49,46.32,44.44,44.44,0.5,44100,22050,5319.45525291829,6027.79550953663,5319.45525291829
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.159999999999997,50.78,50.94,3,ɛ̃,ɛ,s.ɛ.ʁ,50.78,51.08,sincèrement,s.ɛ̃.s.ɛ.ʁ.m.ɑ̃,50.56,51.35,50.3,50.3,0.5,44100,22050,9094.55252918288,7377.5732847489,7492.99610894942
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.119999999999997,50.56,50.68,1,s,ɛ̃,s.ɛ̃,50.56,50.78,sincèrement,s.ɛ̃.s.ɛ.ʁ.m.ɑ̃,50.56,51.35,50.3,50.3,0.5,44100,22050,8350.97276264592,7698.59319083242,7950.58365758755
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.199999999999996,53.56,53.76,1,<SIL>,ɑ̃,s.ɑ̃,53.56,53.85,cent,s.ɑ̃,53.56,53.85,52.01,52.01,0.5,44100,22050,5548.24902723735,6433.76731214678,5548.24902723735
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.140000000000001,54.88,55.02,1,<SIL>,ə,s.ə,54.88,55.09,se,s.ə,54.88,55.09,54.88,54.88,0.5,44100,22050,5433.85214007782,5298.57889227603,5433.85214007782
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.199999999999996,61.96,62.16,1,ɔ̃,y,s.y.ʁ,61.96,62.23,sur,s.y.ʁ,61.96,62.23,60.57,60.57,0.5,44100,22050,4690.27237354086,5548.6777339521,4690.27237354086
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.130000000000003,62.23,62.36,1,ʁ,ɛ,s.ɛ.t,62.23,62.44,cette,s.ɛ.t,62.23,62.44,60.57,60.57,0.5,44100,22050,5948.63813229572,6151.18193070202,5948.63813229572
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0700000000000074,67.85,67.92,1,d,y,s.y.ʁ,67.85,67.99,surprise,s.y.ʁ.p.ʁ.i.z,67.85,68.41,67.43,67.43,0.5,44100,22050,4633.07392996109,5400.05534996961,4633.07392996109
14401_f1_int2_2022_03_29_assnat_174837,14401,female,ʃ,0.149999999999991,69.59,69.74,1,a,o,ʃ.o.z,69.59,69.86,chose,ʃ.o.z,69.59,69.86,67.43,67.43,0.5,44100,22050,3603.50194552529,3654.50971330202,3603.50194552529
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.140000000000001,71.64,71.78,4,ʁ,ɔ,s.ɔ.n,71.64,71.99,personne,p.ɛ.ʁ.s.ɔ.n,71.48,71.99,71.2,71.2,0.5,44100,22050,5205.05836575875,6635.33260046345,5205.05836575875
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.149999999999991,73.29,73.44,4,a,ɑ̃,s.ɑ̃.t,73.29,73.63,soixante,s.w.a.s.ɑ̃.t,72.94,73.63,71.2,71.2,0.5,44100,22050,8064.98054474708,7535.32414098933,7979.18287937743
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.189999999999998,76.02,76.21,1,ə,ɛ̃,s.ɛ̃,76.02,76.37,cinquante,s.ɛ̃.k.ɑ̃.t,76.02,76.9,75.89,75.89,0.5,44100,22050,8922.95719844358,8098.12448436859,7836.18677042802
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.199999999999989,77.15,77.35,4,ʁ,ɑ̃,s.ɑ̃,77.15,77.58,pourcent,p.u.ʁ.s.ɑ̃,76.9,77.58,75.89,75.89,0.5,44100,22050,8636.96498054475,7490.79385757127,7893.38521400778
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.239999999999995,80.06,80.3,2,i,i,s.i,80.06,80.55,ici,i.s.i,79.98,80.55,79.43,79.43,0.5,44100,22050,7836.18677042802,7928.44354778877,7836.18677042802
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.210000000000008,83.6,83.81,1,<SIL>,ɛ̃,s.ɛ̃,83.6,83.92,cinquante,s.ɛ̃.k.ɑ̃.t,83.6,84.25,83.6,83.6,0.5,44100,22050,8436.77042801556,7323.69237201913,6606.42023346304
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,84.4,84.51,4,ʁ,ɑ̃,s.ɑ̃,84.4,84.69,pourcent,p.u.ʁ.s.ɑ̃,84.25,84.69,83.6,83.6,0.5,44100,22050,6463.42412451362,6599.38607121773,6463.42412451362
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.120000000000005,94.27,94.39,1,e,e,s.e,94.27,94.43,c'est,s.e,94.27,94.43,93.74,93.74,0.5,44100,22050,7578.79377431907,7328.85530599539,7578.79377431907
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.0999999999999943,94.43,94.53,1,e,ɑ̃,s.ɑ̃,94.43,94.6,sans,s.ɑ̃,94.43,94.6,93.74,93.74,0.5,44100,22050,6806.61478599222,7077.7950394763,6806.61478599222
14401_f1_int2_2022_03_29_assnat_174837,14401,female,s,0.140000000000001,95.51,95.65,1,e,y,s.y,95.51,95.68,suffisante,s.y.f.i.z.ɑ̃.t,95.51,96.08,93.74,93.74,0.5,44100,22050,4661.67315175097,5086.48888042002,4661.67315175097
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.0800000000000001,3.39,3.47,1,<SIL>,e,s.e.t,3.39,3.56,c'est,s.e.t,3.39,3.56,3.39,3.39,0.5,44100,22050,7836.18677042802,6226.29906177729,7836.18677042802
14401_f2_int3_2022_03_29_assnat_174837,14401,female,ʃ,0.0799999999999996,3.72,3.8,2,e,ɑ̃,ʃ.ɑ̃.ʒ,3.72,3.94,échange,e.ʃ.ɑ̃.ʒ,3.67,3.94,3.39,3.39,0.5,44100,22050,3975.29182879377,4375.83218663257,3975.29182879377
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.16,4.03,4.19,1,ə,ɛ,s.ɛ.ʁ,4.03,4.29,services,s.ɛ.ʁ.v.i.s,4.03,4.67,3.39,3.39,0.5,44100,22050,8293.77431906615,8029.68675713278,7893.38521400778
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.12,5.97,6.09,1,ə,ɛ,s.ɛ.ʁ,5.97,6.17,services,s.ɛ.ʁ.v.i.s,5.97,6.6,5.88,5.88,0.5,44100,22050,8808.56031128405,7544.07950150791,6778.01556420233
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.209999999999999,8.96,9.17,1,<SIL>,ɑ̃,s.ɑ̃,8.96,9.28,santé,s.ɑ̃.t.e,8.96,9.59,8.96,8.96,0.5,44100,22050,7064.00778210117,7686.47492827652,7064.00778210117
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.17,10.4,10.57,1,ɔ̃,ɔ̃,s.ɔ̃,10.4,10.66,sont,s.ɔ̃,10.4,10.66,8.96,8.96,0.5,44100,22050,4118.28793774319,6031.36043297802,4118.28793774319
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.139999999999997,17.76,17.9,1,a,ə,s.ə,17.76,17.93,cela,s.ə.l.ɑ,17.76,18.04,15.03,15.03,0.5,44100,22050,7064.00778210117,7108.11454871767,7064.00778210117
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,18.23,18.34,1,<SIL>,e,s.e.t,18.23,18.41,c'est,s.e.t,18.23,18.41,18.23,18.23,0.5,44100,22050,5834.24124513619,6555.92697501933,5834.24124513619
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.219999999999999,18.78,19,1,ə,ɔ,s.ɔ,18.78,19.05,société,s.ɔ.s.j.e.t.e,18.78,19.52,18.23,18.23,0.5,44100,22050,8379.5719844358,6299.51005315201,4404.28015564202
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.140000000000001,24.87,25.01,3,ə,y,s.y,24.87,25.12,dessus,d.ə.s.y,24.81,25.12,24.17,24.17,0.5,44100,22050,4575.87548638132,5925.16556561963,4575.87548638132
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.120000000000001,27.79,27.91,1,e,ə,s.ə,27.79,27.96,ce,s.ə,27.79,27.96,27.14,27.14,0.5,44100,22050,5062.06225680934,5488.77977820422,5062.06225680934
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.100000000000001,28.36,28.46,1,o,ə,s.ə,28.36,28.53,ce,s.ə,28.36,28.53,27.14,27.14,0.5,44100,22050,4232.68482490272,5324.52675024027,4232.68482490272
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.119999999999997,33.52,33.64,4,ʁ,ɔ,s.ɔ.n,33.52,33.81,personne,p.ɛ.ʁ.s.ɔ.n,33.32,33.81,33.16,33.16,0.5,44100,22050,6034.43579766537,6801.30233132846,6034.43579766537
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.159999999999997,35.64,35.8,4,a,ɑ̃,s.ɑ̃.t,35.64,35.96,soixante,s.w.a.s.ɑ̃.t,35.43,35.96,34.88,34.88,0.5,44100,22050,8236.57587548638,7418.00574764669,7836.18677042802
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,39.72,39.83,1,ə,ɛ̃,s.ɛ̃,39.72,39.89,cinquante,s.ɛ̃.k.ɑ̃.t,39.72,40.08,39.52,39.52,0.5,44100,22050,8322.37354085603,7727.37834168803,7064.00778210117
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.0700000000000003,40.25,40.32,4,ʁ,ɑ̃,s.ɑ̃,40.25,40.43,pourcent,p.u.ʁ.s.ɑ̃,40.08,40.43,39.52,39.52,0.5,44100,22050,7893.38521400778,7104.55934778946,7893.38521400778
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.160000000000004,41.51,41.67,1,<SIL>,e,s.e,41.51,41.84,c'est,s.e,41.51,41.84,41.51,41.51,0.5,44100,22050,8093.57976653697,7429.81536938536,7893.38521400778
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.0899999999999963,47.99,48.08,1,<SIL>,ə,s.ə,47.99,48.13,ce,s.ə,47.99,48.13,47.99,47.99,0.5,44100,22050,5462.4513618677,5519.83081091255,5462.4513618677
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.149999999999999,48.13,48.28,1,ə,e,s.e,48.13,48.31,c'est,s.e,48.13,48.31,47.99,47.99,0.5,44100,22050,7893.38521400778,7158.15591190623,7893.38521400778
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,49.08,49.19,1,l,y,s.y.ʁ,49.08,49.26,sur,s.y.ʁ,49.08,49.26,47.99,47.99,0.5,44100,22050,4947.66536964981,6077.76632017118,4947.66536964981
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.149999999999999,49.86,50.01,1,ɑ̃,i,s.i.t,49.86,50.22,sites,s.i.t,49.86,50.22,47.99,47.99,0.5,44100,22050,8694.16342412451,8197.21114827766,6892.41245136187
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,52.04,52.15,1,l,ə,s.ə,52.04,52.22,se,s.ə,52.04,52.22,47.99,47.99,0.5,44100,22050,4518.67704280156,5410.98308546908,4518.67704280156
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.0900000000000034,53.87,53.96,1,a,ɔ̃,s.ɔ̃,53.87,54.07,son,s.ɔ̃,53.87,54.07,53,53,0.5,44100,22050,5977.2373540856,6410.43068730597,5977.2373540856
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.18,63.3,63.48,2,ɛ̃,i,s.i,63.3,63.65,ainsi,ɛ̃.s.i,63.17,63.65,59.76,59.76,0.5,44100,22050,7807.58754863813,7629.93984878299,7807.58754863813
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.200000000000003,64.58,64.78,1,a,u,s.u.ʁ.s,64.58,65.07,source,s.u.ʁ.s,64.58,65.07,59.76,59.76,0.5,44100,22050,5004.86381322957,5717.25422641612,5004.86381322957
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,66,66.11,2,a,y,s.y,66,66.14,assurance,a.s.y.ʁ.ɑ̃.s,65.91,66.38,59.76,59.76,0.5,44100,22050,5033.46303501946,6040.15485036811,5033.46303501946
14401_f2_int3_2022_03_29_assnat_174837,14401,female,ʃ,0.150000000000006,71.3,71.45,1,o,ɜ,ʃ.ɜ.ʁ,71.3,71.65,cher,ʃ.ɜ.ʁ,71.3,71.65,68.07,68.07,0.5,44100,22050,4089.68871595331,4299.01494002864,3746.49805447471
14401_f2_int3_2022_03_29_assnat_174837,14401,female,ʃ,0.129999999999995,73.06,73.19,1,o,ɜ,ʃ.ɜ.ʁ,73.06,73.32,cher,ʃ.ɜ.ʁ,73.06,73.32,68.07,68.07,0.5,44100,22050,3203.11284046693,3856.14928019254,3203.11284046693
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.120000000000005,74.31,74.43,3,a,y,s.y,74.31,74.46,d'assurance,d.a.s.y.ʁ.ɑ̃.s,74.14,74.82,68.07,68.07,0.5,44100,22050,5548.24902723735,6038.09246200598,5548.24902723735
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.0899999999999892,79.68,79.77,1,ɔ̃,y,s.y.ʁ,79.68,79.83,sur,s.y.ʁ,79.68,79.83,77.99,77.99,0.5,44100,22050,4604.47470817121,5554.43922074361,4604.47470817121
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,79.83,79.94,1,ʁ,ɛ,s.ɛ.t,79.83,80.1,cette,s.ɛ.t,79.83,80.1,77.99,77.99,0.5,44100,22050,6320.4280155642,6589.00654480056,6320.4280155642
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.0600000000000023,80.82,80.88,1,t,ə,s.ə,80.82,80.91,ce,s.ə,80.82,80.91,80.72,80.72,0.5,44100,22050,6892.41245136187,6892.47488152087,6892.41245136187
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.0699999999999932,80.98,81.05,1,ə,e,s.e,80.98,81.1,c'était,s.e.t.ɛ,80.98,81.26,80.72,80.72,0.5,44100,22050,5662.64591439689,6502.38944600399,5662.64591439689
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,88.36,88.47,1,e,ɑ,s.ɑ,88.36,88.51,ça,s.ɑ,88.36,88.51,87.65,87.65,0.5,44100,22050,5719.84435797665,6405.43107881566,5719.84435797665
14401_f2_int3_2022_03_29_assnat_174837,14401,female,s,0.140000000000001,94.23,94.37,1,<SIL>,ɑ,s.ɑ,94.23,94.44,ça,s.ɑ,94.23,94.44,94.23,94.23,0.5,44100,22050,7550.19455252918,6910.9985070422,7550.19455252918
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.09,0.52,0.61,1,<SIL>,e,s.e,0.52,0.66,c'est,s.e,0.52,0.66,0.52,0.52,0.5,44100,22050,3260.31128404669,5980.8049598539,3260.31128404669
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.09,0.81,0.9,1,m,ɑ,s.ɑ,0.81,0.95,ça,s.ɑ,0.81,0.95,0.52,0.52,0.5,44100,22050,4375.68093385214,6037.27152866075,4375.68093385214
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.12,1.9,2.02,1,<SIL>,e,s.e.t,1.9,2.16,c'est,s.e.t,1.9,2.16,1.9,1.9,0.5,44100,22050,7950.58365758755,7420.27447337966,7950.58365758755
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.11,7.85,7.96,1,<SIL>,e,s.e,7.85,8,c'est,s.e,7.85,8,7.85,7.85,0.5,44100,22050,6320.4280155642,6744.48425786278,6320.4280155642
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.15,8.11,8.26,1,ə,a,s.a,8.11,8.32,s'assurer,s.a.s.y.ʁ.e,8.11,8.71,7.85,7.85,0.5,44100,22050,6377.62645914397,6902.17532810375,6377.62645914397
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.18,8.32,8.5,3,a,y,s.y,8.32,8.54,s'assurer,s.a.s.y.ʁ.e,8.11,8.71,7.85,7.85,0.5,44100,22050,4490.07782101167,6060.85290680513,4490.07782101167
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.119999999999999,10.74,10.86,1,<SIL>,e,s.e,10.74,10.91,c'est,s.e,10.74,10.91,10.74,10.74,0.5,44100,22050,7435.79766536965,7130.57808039294,7435.79766536965
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.210000000000001,11.03,11.24,1,ə,a,s.a,11.03,11.32,s'assurer,s.a.s.y.ʁ.e,11.03,11.69,10.74,10.74,0.5,44100,22050,8608.36575875486,8200.20507009398,7979.18287937743
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.18,11.32,11.5,3,a,y,s.y,11.32,11.56,s'assurer,s.a.s.y.ʁ.e,11.03,11.69,10.74,10.74,0.5,44100,22050,4032.49027237354,6152.03601675826,4032.49027237354
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.26,11.69,11.95,1,e,y,s.y.ʁ,11.69,12.1,surtout,s.y.ʁ.t.u,11.69,12.34,10.74,10.74,0.5,44100,22050,3889.49416342412,5934.77300068204,3889.49416342412
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.189999999999998,18.69,18.88,3,e,i,s.i.z.j,18.69,19.06,décisions,d.e.s.i.z.j.ɔ̃,18.61,19.12,18.27,18.27,0.5,44100,22050,8493.96887159533,8016.12883461846,7578.79377431907
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.100000000000001,23.36,23.46,1,<SIL>,e,s.e.t,23.36,23.52,c'est,s.e.t,23.36,23.52,23.36,23.36,0.5,44100,22050,6778.01556420233,6652.49796923689,6778.01556420233
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.119999999999997,29.69,29.81,1,i,ə,s.ə,29.69,29.84,cela,s.ə.l.ɑ,29.69,29.89,29.05,29.05,0.5,44100,22050,10924.9027237354,8307.67808881507,6835.2140077821
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.129999999999999,30.85,30.98,3,ɑ,e,s.e,30.85,31.14,passée,p.ɑ.s.e,30.69,31.14,30.47,30.47,0.5,44100,22050,1372.7626459144,6742.58282815776,7407.19844357977
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,35.76,35.87,1,i,y,s.y,35.76,35.9,supplémentaires,s.y.p.l.e.m.ɑ̃.t.ɜ.ʁ,35.76,36.33,35.32,35.32,0.5,44100,22050,8665.56420233463,7040.74214985842,4747.47081712062
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.120000000000005,37.12,37.24,1,n,e,s.e,37.12,37.31,série,s.e.ʁ.i,37.12,37.37,36.79,36.79,0.5,44100,22050,9437.74319066148,8288.65833428411,7893.38521400778
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,38.2,38.31,1,<SIL>,a,s.a,38.2,38.41,savez,s.a.v.e,38.2,38.5,38.2,38.2,0.5,44100,22050,5205.05836575875,5517.32217244923,5205.05836575875
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.170000000000002,39.94,40.11,1,n,e,s.e,39.94,40.21,série,s.e.ʁ.i,39.94,40.31,39.65,39.65,0.5,44100,22050,8837.15953307393,8241.2899509532,7464.39688715953
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.18,44.81,44.99,5,ɛ,i,s.i.v,44.81,45.1,excessivement,ɛ.k.s.ɛ.s.i.v.m.ɑ̃,44.58,45.17,44.58,44.58,0.5,44100,22050,8379.5719844358,8084.58491519088,7979.18287937743
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.0899999999999963,44.7,44.79,3,k,ɛ,s.ɛ,44.7,44.81,excessivement,ɛ.k.s.ɛ.s.i.v.m.ɑ̃,44.58,45.17,44.58,44.58,0.5,44100,22050,8007.78210116732,7827.42110127209,7979.18287937743
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.140000000000001,47.62,47.76,1,e,o,ʃ.o.z,47.62,48.11,choses,ʃ.o.z,47.62,48.11,47.16,47.16,0.5,44100,22050,3489.10505836576,3782.92531860848,3489.10505836576
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.100000000000001,48.43,48.53,1,<SIL>,ɑ,s.ɑ,48.43,48.6,ça,s.ɑ,48.43,48.6,48.43,48.43,0.5,44100,22050,5519.64980544747,6017.88106537796,5519.64980544747
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.100000000000001,54.35,54.45,3,ə,y,s.y,54.35,54.61,dessus,d.ə.s.y,54.28,54.61,52.19,52.19,0.5,44100,22050,5233.65758754864,6316.9348277192,5233.65758754864
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.119999999999997,55.24,55.36,6,ɔ,a,ʃ.a.ʒ,55.24,55.6,décrochage,d.e.k.ʁ.ɔ.ʃ.a.ʒ,54.79,55.6,54.79,54.79,0.5,44100,22050,4089.68871595331,4735.07705594629,3975.29182879377
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.170000000000002,61,61.17,1,œ̃,i,ʃ.i.f.ʁ,61,61.32,chiffre,ʃ.i.f.ʁ,61,61.32,57.15,57.15,0.5,44100,22050,3317.50972762646,4302.76110752141,3317.50972762646
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.109999999999999,62.86,62.97,1,<SIL>,y,s.y.ʁ,62.86,63.04,sur,s.y.ʁ,62.86,63.04,62.86,62.86,0.5,44100,22050,4518.67704280156,5194.20136276261,4518.67704280156
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.109999999999999,65.13,65.24,6,ɔ,a,ʃ.a.ʒ,65.13,65.38,décrochage,d.e.k.ʁ.ɔ.ʃ.a.ʒ,64.86,65.38,64.17,64.17,0.5,44100,22050,3603.50194552529,4075.45780824996,3603.50194552529
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.120000000000005,68.1,68.22,1,<SIL>,y,s.y.ʁ,68.1,68.29,sur,s.y.ʁ,68.1,68.29,68.1,68.1,0.5,44100,22050,4661.67315175097,5001.46793523843,4661.67315175097
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.0800000000000125,75.85,75.93,1,ɔ̃,y,s.y.ʁ,75.85,75.99,sur,s.y.ʁ,75.85,75.99,74.56,74.56,0.5,44100,22050,4633.07392996109,5978.38300870016,4633.07392996109
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,75.99,76.07,1,ʁ,ə,s.ə,75.99,76.13,ce,s.ə,75.99,76.13,74.56,74.56,0.5,44100,22050,4490.07782101167,5585.00766741126,4490.07782101167
14401_f3_int4_2022_03_29_assnat_174837,14401,female,s,0.150000000000006,76.13,76.28,1,ə,y,s.y,76.13,76.31,sujet,s.y.ʒ.ɛ,76.13,76.58,74.56,74.56,0.5,44100,22050,3803.69649805447,5280.65820732905,3803.69649805447
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.0999999999999943,77.5,77.6,6,ɔ,a,ʃ.a.ʒ,77.5,77.84,décrochage,d.e.k.ʁ.ɔ.ʃ.a.ʒ,77.13,77.84,77.13,77.13,0.5,44100,22050,3746.49805447471,4104.30691847153,3746.49805447471
14401_f3_int4_2022_03_29_assnat_174837,14401,female,ʃ,0.189999999999998,79.87,80.06,1,l,i,ʃ.i.n,79.87,80.12,chinois,ʃ.i.n.w.a,79.87,80.34,78.97,78.97,0.5,44100,22050,3546.30350194553,4343.94207636779,3546.30350194553
