speaker,utterance_label,utterance_begin,utterance_end,following_utterance_begin,following_utterance_end,discourse,discourse_begin,discourse_end
41440,a1320fa8-55eb-11f0-8c2f-16386fa09120,50.31,51.53,52.01,55.34,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a132108e-55eb-11f0-8c2f-16386fa09120,93.53,94.67,94.95,96.51,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320fee-55eb-11f0-8c2f-16386fa09120,64.69,65.52,65.97,68.28,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a132102a-55eb-11f0-8c2f-16386fa09120,77.5,79.76,79.98,80.66,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320f1c-55eb-11f0-8c2f-16386fa09120,21.91,23.76,24.13,25.42,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320e7c-55eb-11f0-8c2f-16386fa09120,0.18,4.22,4.67,6.63,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320f3a-55eb-11f0-8c2f-16386fa09120,28.89,31.98,32.43,35.66,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320fd0-55eb-11f0-8c2f-16386fa09120,60.65,61.47,61.85,62.94,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1321002-55eb-11f0-8c2f-16386fa09120,68.63,70.06,70.31,70.73,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320ff8-55eb-11f0-8c2f-16386fa09120,65.97,68.28,68.63,70.06,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1321016-55eb-11f0-8c2f-16386fa09120,71.3,74.83,75.22,77.05,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a132100c-55eb-11f0-8c2f-16386fa09120,70.31,70.73,71.3,74.83,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320f58-55eb-11f0-8c2f-16386fa09120,37.42,40.72,41.15,42.56,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320fc6-55eb-11f0-8c2f-16386fa09120,56.73,60.33,60.65,61.47,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320ee0-55eb-11f0-8c2f-16386fa09120,11.43,11.82,12.98,14.09,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1321020-55eb-11f0-8c2f-16386fa09120,75.22,77.05,77.5,79.76,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320f62-55eb-11f0-8c2f-16386fa09120,41.15,42.56,42.92,43.29,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1321052-55eb-11f0-8c2f-16386fa09120,83.99,86.08,86.49,87.7,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1321070-55eb-11f0-8c2f-16386fa09120,89.68,90.5,91.08,91.76,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320fe4-55eb-11f0-8c2f-16386fa09120,63.32,64.51,64.69,65.52,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a132105c-55eb-11f0-8c2f-16386fa09120,86.49,87.7,88.06,89.4,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320f8a-55eb-11f0-8c2f-16386fa09120,45.89,46.75,47.91,49.94,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320f44-55eb-11f0-8c2f-16386fa09120,32.43,35.66,36.14,36.87,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320f26-55eb-11f0-8c2f-16386fa09120,24.13,25.42,25.84,28.56,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320f76-55eb-11f0-8c2f-16386fa09120,43.74,44.73,44.97,45.57,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1321098-55eb-11f0-8c2f-16386fa09120,94.95,96.51,96.87,98.0,41440_f6_int8_20221206_CH_152702,0.18,102.47
41440,a1320f80-55eb-11f0-8c2f-16386fa09120,44.97,45.57,45.89,46.75,41440_f6_int8_20221206_CH_152702,0.18,102.47
42171,a11b660e-55eb-11f0-8c2f-16386fa09120,16.06,16.94,17.9,20.58,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6a3c-55eb-11f0-8c2f-16386fa09120,79.72,83.41,83.93,85.46,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b64ba-55eb-11f0-8c2f-16386fa09120,3.11,3.16,3.77,5.28,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b67c6-55eb-11f0-8c2f-16386fa09120,39.29,40.52,40.77,41.48,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6500-55eb-11f0-8c2f-16386fa09120,3.77,5.28,7.16,10.21,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b656e-55eb-11f0-8c2f-16386fa09120,10.98,11.03,11.27,12.58,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b65dc-55eb-11f0-8c2f-16386fa09120,13.37,15.11,16.06,16.94,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6708-55eb-11f0-8c2f-16386fa09120,30.51,34.62,34.78,34.93,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b682a-55eb-11f0-8c2f-16386fa09120,42.27,43.13,44.67,46.73,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b679e-55eb-11f0-8c2f-16386fa09120,38.03,38.76,39.29,40.52,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b69a6-55eb-11f0-8c2f-16386fa09120,68.2,71.18,73.57,77.15,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b67f8-55eb-11f0-8c2f-16386fa09120,40.77,41.48,42.27,43.13,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b694c-55eb-11f0-8c2f-16386fa09120,60.8,61.66,63.42,67.72,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b685c-55eb-11f0-8c2f-16386fa09120,44.67,46.73,46.92,48.56,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6672-55eb-11f0-8c2f-16386fa09120,22.08,26.27,26.72,29.18,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b68c0-55eb-11f0-8c2f-16386fa09120,49.28,50.34,50.51,53.08,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b673a-55eb-11f0-8c2f-16386fa09120,34.78,34.93,35.87,37.43,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b653c-55eb-11f0-8c2f-16386fa09120,7.16,10.21,10.98,11.03,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b69d8-55eb-11f0-8c2f-16386fa09120,73.57,77.15,77.33,79.22,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6aa0-55eb-11f0-8c2f-16386fa09120,85.87,87.42,88.34,91.96,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b697e-55eb-11f0-8c2f-16386fa09120,63.42,67.72,68.2,71.18,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6a6e-55eb-11f0-8c2f-16386fa09120,83.93,85.46,85.87,87.42,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b688e-55eb-11f0-8c2f-16386fa09120,46.92,48.56,49.28,50.34,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6640-55eb-11f0-8c2f-16386fa09120,17.9,20.58,22.08,26.27,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b66a4-55eb-11f0-8c2f-16386fa09120,26.72,29.18,29.35,29.99,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b65aa-55eb-11f0-8c2f-16386fa09120,11.27,12.58,13.37,15.11,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6afa-55eb-11f0-8c2f-16386fa09120,92.4,93.29,93.65,96.37,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b676c-55eb-11f0-8c2f-16386fa09120,35.87,37.43,38.03,38.76,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b66d6-55eb-11f0-8c2f-16386fa09120,29.35,29.99,30.51,34.62,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b68e8-55eb-11f0-8c2f-16386fa09120,50.51,53.08,53.93,60.3,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6b5e-55eb-11f0-8c2f-16386fa09120,96.54,97.39,,,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6b2c-55eb-11f0-8c2f-16386fa09120,93.65,96.37,96.54,97.39,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6a0a-55eb-11f0-8c2f-16386fa09120,77.33,79.22,79.72,83.41,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6ac8-55eb-11f0-8c2f-16386fa09120,88.34,91.96,92.4,93.29,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b6406-55eb-11f0-8c2f-16386fa09120,0.79,2.53,3.11,3.16,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11b691a-55eb-11f0-8c2f-16386fa09120,53.93,60.3,60.8,61.66,42171_f1_int1_2022_03_29_CH_0-1711,0.79,97.39
42171,a11e25b0-55eb-11f0-8c2f-16386fa09120,0.56,8.55,9.16,9.87,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2a10-55eb-11f0-8c2f-16386fa09120,62.53,63.38,64.25,65.01,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2aec-55eb-11f0-8c2f-16386fa09120,82.46,84.49,84.94,88.89,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e26aa-55eb-11f0-8c2f-16386fa09120,10.03,10.54,11.04,11.78,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2812-55eb-11f0-8c2f-16386fa09120,31.93,34.16,34.48,36.37,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e295c-55eb-11f0-8c2f-16386fa09120,51.15,54.69,56.18,58.43,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2880-55eb-11f0-8c2f-16386fa09120,39.15,41.73,42.16,42.62,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2984-55eb-11f0-8c2f-16386fa09120,56.18,58.43,59.24,59.84,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e272c-55eb-11f0-8c2f-16386fa09120,14.98,19.34,20.03,21.16,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e266e-55eb-11f0-8c2f-16386fa09120,9.16,9.87,10.03,10.54,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2934-55eb-11f0-8c2f-16386fa09120,49.32,50.6,51.15,54.69,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e283a-55eb-11f0-8c2f-16386fa09120,34.48,36.37,36.81,38.64,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2916-55eb-11f0-8c2f-16386fa09120,48.09,48.94,49.32,50.6,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2a56-55eb-11f0-8c2f-16386fa09120,65.19,65.47,65.83,70.17,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2aa6-55eb-11f0-8c2f-16386fa09120,72.26,78.06,78.9,81.93,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e26dc-55eb-11f0-8c2f-16386fa09120,11.04,11.78,12.18,12.74,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2b14-55eb-11f0-8c2f-16386fa09120,84.94,88.89,89.6,93.89,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2704-55eb-11f0-8c2f-16386fa09120,12.18,12.74,14.98,19.34,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e277c-55eb-11f0-8c2f-16386fa09120,22.24,24.2,24.83,27.03,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2858-55eb-11f0-8c2f-16386fa09120,36.81,38.64,39.15,41.73,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e28a8-55eb-11f0-8c2f-16386fa09120,42.16,42.62,43.97,44.2,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2a2e-55eb-11f0-8c2f-16386fa09120,64.25,65.01,65.19,65.47,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2a7e-55eb-11f0-8c2f-16386fa09120,65.83,70.17,72.26,78.06,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e27c2-55eb-11f0-8c2f-16386fa09120,27.59,29.36,29.94,31.32,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2b3c-55eb-11f0-8c2f-16386fa09120,89.6,93.89,94.12,96.39,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e27ea-55eb-11f0-8c2f-16386fa09120,29.94,31.32,31.93,34.16,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e29a2-55eb-11f0-8c2f-16386fa09120,59.24,59.84,60.05,62.02,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e27a4-55eb-11f0-8c2f-16386fa09120,24.83,27.03,27.59,29.36,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2754-55eb-11f0-8c2f-16386fa09120,20.03,21.16,22.24,24.2,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e28ee-55eb-11f0-8c2f-16386fa09120,45.73,47.56,48.09,48.94,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2b64-55eb-11f0-8c2f-16386fa09120,94.12,96.39,,,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e29e8-55eb-11f0-8c2f-16386fa09120,60.05,62.02,62.53,63.38,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e2ace-55eb-11f0-8c2f-16386fa09120,78.9,81.93,82.46,84.49,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a11e28c6-55eb-11f0-8c2f-16386fa09120,43.97,44.2,45.73,47.56,42171_f2_int2_2022_03_29_CH_0-1711,0.56,96.39
42171,a1209e1c-55eb-11f0-8c2f-16386fa09120,77.08,77.58,77.76,79.5,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209c82-55eb-11f0-8c2f-16386fa09120,29.15,34.42,34.62,36.1,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209c3c-55eb-11f0-8c2f-16386fa09120,20.52,25.2,26.13,27.63,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209ed0-55eb-11f0-8c2f-16386fa09120,88.19,89.75,90.02,94.1,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209bc4-55eb-11f0-8c2f-16386fa09120,8.95,9.71,12.34,17.73,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209e44-55eb-11f0-8c2f-16386fa09120,77.76,79.5,80.07,82.85,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209d68-55eb-11f0-8c2f-16386fa09120,53.73,58.01,58.2,58.92,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209bec-55eb-11f0-8c2f-16386fa09120,12.34,17.73,18.14,19.61,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209eb2-55eb-11f0-8c2f-16386fa09120,86.47,87.81,88.19,89.75,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209d18-55eb-11f0-8c2f-16386fa09120,47.92,49.6,49.76,53.11,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209d86-55eb-11f0-8c2f-16386fa09120,58.2,58.92,60.04,64.58,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209f20-55eb-11f0-8c2f-16386fa09120,94.43,98.43,,,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209ef8-55eb-11f0-8c2f-16386fa09120,90.02,94.1,94.43,98.43,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209b74-55eb-11f0-8c2f-16386fa09120,6.18,7.41,7.84,8.55,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209e8a-55eb-11f0-8c2f-16386fa09120,83.21,85.8,86.47,87.81,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209a52-55eb-11f0-8c2f-16386fa09120,1.56,1.86,2.47,3.38,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209e62-55eb-11f0-8c2f-16386fa09120,80.07,82.85,83.21,85.8,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209b9c-55eb-11f0-8c2f-16386fa09120,7.84,8.55,8.95,9.71,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209dae-55eb-11f0-8c2f-16386fa09120,60.04,64.58,66.92,74.21,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209caa-55eb-11f0-8c2f-16386fa09120,34.62,36.1,37.11,42.99,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209ae8-55eb-11f0-8c2f-16386fa09120,2.47,3.38,4.31,5.18,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209df4-55eb-11f0-8c2f-16386fa09120,75.19,76.85,77.08,77.58,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209dd6-55eb-11f0-8c2f-16386fa09120,66.92,74.21,75.19,76.85,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209cfa-55eb-11f0-8c2f-16386fa09120,43.66,46.12,47.92,49.6,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209b1a-55eb-11f0-8c2f-16386fa09120,4.31,5.18,5.4,5.98,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209c64-55eb-11f0-8c2f-16386fa09120,26.13,27.63,29.15,34.42,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209d40-55eb-11f0-8c2f-16386fa09120,49.76,53.11,53.73,58.01,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209c14-55eb-11f0-8c2f-16386fa09120,18.14,19.61,20.52,25.2,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209b4c-55eb-11f0-8c2f-16386fa09120,5.4,5.98,6.18,7.41,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1209cd2-55eb-11f0-8c2f-16386fa09120,37.11,42.99,43.66,46.12,42171_f3_int3_2022_03_29_CH_0-1711,1.56,98.43
42171,a1285ff8-55eb-11f0-8c2f-16386fa09120,61.49,67.07,67.44,68.57,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285e86-55eb-11f0-8c2f-16386fa09120,40.82,42.42,42.73,43.08,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285cc4-55eb-11f0-8c2f-16386fa09120,17.68,19.47,19.83,23.25,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1286188-55eb-11f0-8c2f-16386fa09120,99.31,100.47,,,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285ef4-55eb-11f0-8c2f-16386fa09120,50.09,50.85,51.26,52.38,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1286084-55eb-11f0-8c2f-16386fa09120,73.49,79.37,79.88,82.95,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285c6a-55eb-11f0-8c2f-16386fa09120,13.22,15.5,16.26,17.39,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285e18-55eb-11f0-8c2f-16386fa09120,33.75,35.57,36.57,36.86,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285eae-55eb-11f0-8c2f-16386fa09120,42.73,43.08,46.4,49.89,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1286016-55eb-11f0-8c2f-16386fa09120,67.44,68.57,69.61,70.63,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a128611a-55eb-11f0-8c2f-16386fa09120,87.24,90.85,93.14,94.98,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285daa-55eb-11f0-8c2f-16386fa09120,29.39,30.62,31.03,31.47,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285f3a-55eb-11f0-8c2f-16386fa09120,52.97,53.6,54.09,55.1,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285f8a-55eb-11f0-8c2f-16386fa09120,55.54,55.83,56.03,57.9,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a128603e-55eb-11f0-8c2f-16386fa09120,69.61,70.63,71.05,72.54,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285d82-55eb-11f0-8c2f-16386fa09120,28.59,29.04,29.39,30.62,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285dd2-55eb-11f0-8c2f-16386fa09120,31.03,31.47,31.72,33.56,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285ba2-55eb-11f0-8c2f-16386fa09120,0.28,4.17,6.42,12.51,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285ecc-55eb-11f0-8c2f-16386fa09120,46.4,49.89,50.09,50.85,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285f1c-55eb-11f0-8c2f-16386fa09120,51.26,52.38,52.97,53.6,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285c2e-55eb-11f0-8c2f-16386fa09120,6.42,12.51,13.22,15.5,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285f62-55eb-11f0-8c2f-16386fa09120,54.09,55.1,55.54,55.83,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1286138-55eb-11f0-8c2f-16386fa09120,93.14,94.98,95.53,98.95,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a128605c-55eb-11f0-8c2f-16386fa09120,71.05,72.54,73.49,79.37,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285d32-55eb-11f0-8c2f-16386fa09120,25.53,26.53,27.48,27.79,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285e40-55eb-11f0-8c2f-16386fa09120,36.57,36.86,38.11,40.5,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285cec-55eb-11f0-8c2f-16386fa09120,19.83,23.25,23.63,24.91,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a12860ac-55eb-11f0-8c2f-16386fa09120,79.88,82.95,84.04,85.86,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a12860f2-55eb-11f0-8c2f-16386fa09120,86.03,86.92,87.24,90.85,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a12860ca-55eb-11f0-8c2f-16386fa09120,84.04,85.86,86.03,86.92,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285fd0-55eb-11f0-8c2f-16386fa09120,58.33,60.06,61.49,67.07,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285c92-55eb-11f0-8c2f-16386fa09120,16.26,17.39,17.68,19.47,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285df0-55eb-11f0-8c2f-16386fa09120,31.72,33.56,33.75,35.57,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1286160-55eb-11f0-8c2f-16386fa09120,95.53,98.95,99.31,100.47,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285d5a-55eb-11f0-8c2f-16386fa09120,27.48,27.79,28.59,29.04,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285d0a-55eb-11f0-8c2f-16386fa09120,23.63,24.91,25.53,26.53,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285fa8-55eb-11f0-8c2f-16386fa09120,56.03,57.9,58.33,60.06,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a1285e5e-55eb-11f0-8c2f-16386fa09120,38.11,40.5,40.82,42.42,42171_f4_int4_2022_03_29_CH_0-1711,0.28,100.47
42171,a12b3f5c-55eb-11f0-8c2f-16386fa09120,60.32,62.81,63.42,63.82,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b4128-55eb-11f0-8c2f-16386fa09120,99.72,100.64,,,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b4088-55eb-11f0-8c2f-16386fa09120,89.46,89.85,90.2,91.45,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3eda-55eb-11f0-8c2f-16386fa09120,47.31,49.9,50.43,51.24,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b4010-55eb-11f0-8c2f-16386fa09120,74.66,76.89,77.1,77.8,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b40e2-55eb-11f0-8c2f-16386fa09120,92.94,97.27,98.09,99.37,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3f16-55eb-11f0-8c2f-16386fa09120,51.92,52.35,53.35,59.97,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3dc2-55eb-11f0-8c2f-16386fa09120,16.74,18.66,18.9,23.09,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3d7c-55eb-11f0-8c2f-16386fa09120,12.2,14.78,14.94,15.24,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3e1c-55eb-11f0-8c2f-16386fa09120,26.22,31.41,35.13,35.18,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b404c-55eb-11f0-8c2f-16386fa09120,79.0,86.11,86.53,89.01,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3fd4-55eb-11f0-8c2f-16386fa09120,69.47,70.0,74.17,74.22,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3d5e-55eb-11f0-8c2f-16386fa09120,8.42,11.66,12.2,14.78,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3e80-55eb-11f0-8c2f-16386fa09120,36.14,38.06,38.8,42.4,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3ff2-55eb-11f0-8c2f-16386fa09120,74.17,74.22,74.66,76.89,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3c50-55eb-11f0-8c2f-16386fa09120,0.57,2.41,2.95,4.88,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3e44-55eb-11f0-8c2f-16386fa09120,35.13,35.18,35.67,35.88,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
