speaker,utterance_label,utterance_begin,utterance_end,following_utterance_begin,following_utterance_end,discourse,discourse_begin,discourse_end
42171,a12b406a-55eb-11f0-8c2f-16386fa09120,86.53,89.01,89.46,89.85,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3e62-55eb-11f0-8c2f-16386fa09120,35.67,35.88,36.14,38.06,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b410a-55eb-11f0-8c2f-16386fa09120,98.09,99.37,99.72,100.64,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b40c4-55eb-11f0-8c2f-16386fa09120,91.79,92.54,92.94,97.27,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3dfe-55eb-11f0-8c2f-16386fa09120,23.55,25.78,26.22,31.41,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3d04-55eb-11f0-8c2f-16386fa09120,2.95,4.88,5.33,8.2,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3ef8-55eb-11f0-8c2f-16386fa09120,50.43,51.24,51.92,52.35,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3d36-55eb-11f0-8c2f-16386fa09120,5.33,8.2,8.42,11.66,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3f34-55eb-11f0-8c2f-16386fa09120,53.35,59.97,60.32,62.81,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3e9e-55eb-11f0-8c2f-16386fa09120,38.8,42.4,42.94,46.89,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3f98-55eb-11f0-8c2f-16386fa09120,63.99,68.69,68.92,69.11,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3f7a-55eb-11f0-8c2f-16386fa09120,63.42,63.82,63.99,68.69,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3ebc-55eb-11f0-8c2f-16386fa09120,42.94,46.89,47.31,49.9,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3d9a-55eb-11f0-8c2f-16386fa09120,14.94,15.24,16.74,18.66,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3de0-55eb-11f0-8c2f-16386fa09120,18.9,23.09,23.55,25.78,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b402e-55eb-11f0-8c2f-16386fa09120,77.1,77.8,79.0,86.11,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b40a6-55eb-11f0-8c2f-16386fa09120,90.2,91.45,91.79,92.54,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a12b3fb6-55eb-11f0-8c2f-16386fa09120,68.92,69.11,69.47,70.0,42171_f5_int5_2022_03_29_CH_0-1711,0.57,100.64
42171,a125c9aa-55eb-11f0-8c2f-16386fa09120,24.37,25.83,26.53,29.13,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cca2-55eb-11f0-8c2f-16386fa09120,90.77,92.15,92.88,96.57,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125c9fa-55eb-11f0-8c2f-16386fa09120,30.34,31.01,31.18,32.93,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125c824-55eb-11f0-8c2f-16386fa09120,0.41,4.37,4.78,7.68,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125ca90-55eb-11f0-8c2f-16386fa09120,41.68,42.27,42.44,47.25,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125c932-55eb-11f0-8c2f-16386fa09120,14.73,16.08,20.24,20.3,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cbda-55eb-11f0-8c2f-16386fa09120,73.2,79.86,80.39,83.98,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cce8-55eb-11f0-8c2f-16386fa09120,96.83,97.03,97.22,98.09,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125caae-55eb-11f0-8c2f-16386fa09120,42.44,47.25,48.24,48.3,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cad6-55eb-11f0-8c2f-16386fa09120,48.24,48.3,49.15,53.05,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cb6c-55eb-11f0-8c2f-16386fa09120,63.69,65.67,67.29,69.99,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125ca22-55eb-11f0-8c2f-16386fa09120,31.18,32.93,34.33,38.58,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cc7a-55eb-11f0-8c2f-16386fa09120,87.65,89.15,90.77,92.15,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cb94-55eb-11f0-8c2f-16386fa09120,67.29,69.99,71.01,72.76,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cb4e-55eb-11f0-8c2f-16386fa09120,61.38,62.95,63.69,65.67,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cd10-55eb-11f0-8c2f-16386fa09120,97.22,98.09,,,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cb26-55eb-11f0-8c2f-16386fa09120,53.48,61.04,61.38,62.95,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cc52-55eb-11f0-8c2f-16386fa09120,85.87,87.32,87.65,89.15,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cbbc-55eb-11f0-8c2f-16386fa09120,71.01,72.76,73.2,79.86,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125c982-55eb-11f0-8c2f-16386fa09120,22.08,24.16,24.37,25.83,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cc02-55eb-11f0-8c2f-16386fa09120,80.39,83.98,84.89,85.69,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125c8a6-55eb-11f0-8c2f-16386fa09120,4.78,7.68,7.99,12.04,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cafe-55eb-11f0-8c2f-16386fa09120,49.15,53.05,53.48,61.04,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125ccca-55eb-11f0-8c2f-16386fa09120,92.88,96.57,96.83,97.03,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125ca40-55eb-11f0-8c2f-16386fa09120,34.33,38.58,38.99,40.29,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125c95a-55eb-11f0-8c2f-16386fa09120,20.24,20.3,22.08,24.16,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125ca68-55eb-11f0-8c2f-16386fa09120,38.99,40.29,41.68,42.27,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125c9d2-55eb-11f0-8c2f-16386fa09120,26.53,29.13,30.34,31.01,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125c8d8-55eb-11f0-8c2f-16386fa09120,7.99,12.04,12.84,14.33,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125cc2a-55eb-11f0-8c2f-16386fa09120,84.89,85.69,85.87,87.32,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a125c90a-55eb-11f0-8c2f-16386fa09120,12.84,14.33,14.73,16.08,42171_f6_int6_2022_03_29_CH_0-1711,0.41,98.09
42171,a1235422-55eb-11f0-8c2f-16386fa09120,85.07,86.98,87.51,89.33,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12351de-55eb-11f0-8c2f-16386fa09120,47.65,48.6,48.78,54.32,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12352e2-55eb-11f0-8c2f-16386fa09120,65.19,66.94,67.52,68.67,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12350b2-55eb-11f0-8c2f-16386fa09120,14.05,16.1,16.46,17.32,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235170-55eb-11f0-8c2f-16386fa09120,34.67,38.87,39.32,42.71,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12353dc-55eb-11f0-8c2f-16386fa09120,78.55,84.16,84.46,84.91,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a123508a-55eb-11f0-8c2f-16386fa09120,11.89,13.81,14.05,16.1,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235490-55eb-11f0-8c2f-16386fa09120,92.72,94.46,95.8,96.55,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235472-55eb-11f0-8c2f-16386fa09120,89.86,92.3,92.72,94.46,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a123544a-55eb-11f0-8c2f-16386fa09120,87.51,89.33,89.86,92.3,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12352ba-55eb-11f0-8c2f-16386fa09120,64.55,64.6,65.19,66.94,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12351c0-55eb-11f0-8c2f-16386fa09120,43.16,44.47,47.65,48.6,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12353b4-55eb-11f0-8c2f-16386fa09120,73.48,77.53,78.55,84.16,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235378-55eb-11f0-8c2f-16386fa09120,72.7,73.22,73.48,77.53,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235148-55eb-11f0-8c2f-16386fa09120,25.41,33.86,34.67,38.87,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a123503a-55eb-11f0-8c2f-16386fa09120,7.69,8.97,9.87,11.7,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a123512a-55eb-11f0-8c2f-16386fa09120,23.45,24.14,25.41,33.86,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235224-55eb-11f0-8c2f-16386fa09120,54.79,56.39,57.36,59.3,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12354f4-55eb-11f0-8c2f-16386fa09120,97.02,97.63,,,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235206-55eb-11f0-8c2f-16386fa09120,48.78,54.32,54.79,56.39,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235328-55eb-11f0-8c2f-16386fa09120,68.95,70.42,70.78,72.08,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235350-55eb-11f0-8c2f-16386fa09120,70.78,72.08,72.7,73.22,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12354b8-55eb-11f0-8c2f-16386fa09120,95.8,96.55,97.02,97.63,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235102-55eb-11f0-8c2f-16386fa09120,18.42,23.12,23.45,24.14,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235198-55eb-11f0-8c2f-16386fa09120,39.32,42.71,43.16,44.47,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12350da-55eb-11f0-8c2f-16386fa09120,16.46,17.32,18.42,23.12,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235300-55eb-11f0-8c2f-16386fa09120,67.52,68.67,68.95,70.42,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235062-55eb-11f0-8c2f-16386fa09120,9.87,11.7,11.89,13.81,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1234fcc-55eb-11f0-8c2f-16386fa09120,0.65,5.45,5.9,7.28,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1234f40-55eb-11f0-8c2f-16386fa09120,0.19,0.22,0.65,5.45,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235274-55eb-11f0-8c2f-16386fa09120,60.02,61.66,62.22,64.23,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a123524c-55eb-11f0-8c2f-16386fa09120,57.36,59.3,60.02,61.66,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235404-55eb-11f0-8c2f-16386fa09120,84.46,84.91,85.07,86.98,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235292-55eb-11f0-8c2f-16386fa09120,62.22,64.23,64.55,64.6,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a1235008-55eb-11f0-8c2f-16386fa09120,5.9,7.28,7.69,8.97,42171_f7_int7_2022_03_29_CH_0-1711,0.19,97.63
42171,a12e1308-55eb-11f0-8c2f-16386fa09120,71.01,73.89,74.24,75.63,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e14c0-55eb-11f0-8c2f-16386fa09120,99.07,100.07,100.33,100.83,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e0f84-55eb-11f0-8c2f-16386fa09120,21.05,23.44,23.62,25.96,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e110a-55eb-11f0-8c2f-16386fa09120,42.36,44.23,44.67,45.37,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e11c8-55eb-11f0-8c2f-16386fa09120,51.88,53.65,54.18,58.36,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e0ffc-55eb-11f0-8c2f-16386fa09120,27.79,28.55,28.83,28.86,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e0f2a-55eb-11f0-8c2f-16386fa09120,12.58,14.4,14.96,20.3,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1358-55eb-11f0-8c2f-16386fa09120,75.78,76.11,76.54,77.54,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e125e-55eb-11f0-8c2f-16386fa09120,62.55,63.7,64.08,65.07,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e142a-55eb-11f0-8c2f-16386fa09120,91.19,92.34,93.09,94.91,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e10e2-55eb-11f0-8c2f-16386fa09120,39.21,40.06,42.36,44.23,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e140c-55eb-11f0-8c2f-16386fa09120,86.19,90.81,91.19,92.34,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e13e4-55eb-11f0-8c2f-16386fa09120,83.18,85.51,86.19,90.81,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1178-55eb-11f0-8c2f-16386fa09120,47.52,49.42,49.79,51.48,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e147a-55eb-11f0-8c2f-16386fa09120,95.45,96.68,97.0,98.9,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e139e-55eb-11f0-8c2f-16386fa09120,77.78,79.78,80.07,81.68,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1376-55eb-11f0-8c2f-16386fa09120,76.54,77.54,77.78,79.78,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e127c-55eb-11f0-8c2f-16386fa09120,64.08,65.07,65.22,67.06,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e12cc-55eb-11f0-8c2f-16386fa09120,67.42,69.3,71.01,73.89,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e0f5c-55eb-11f0-8c2f-16386fa09120,14.96,20.3,21.05,23.44,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1150-55eb-11f0-8c2f-16386fa09120,45.99,47.35,47.52,49.42,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e0ec6-55eb-11f0-8c2f-16386fa09120,5.05,7.97,8.34,12.3,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e106a-55eb-11f0-8c2f-16386fa09120,30.88,34.06,34.26,35.45,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e10ba-55eb-11f0-8c2f-16386fa09120,38.29,38.79,39.21,40.06,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e14e8-55eb-11f0-8c2f-16386fa09120,100.33,100.83,,,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e11a0-55eb-11f0-8c2f-16386fa09120,49.79,51.48,51.88,53.65,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e0e26-55eb-11f0-8c2f-16386fa09120,0.8,3.93,5.05,7.97,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e0f02-55eb-11f0-8c2f-16386fa09120,8.34,12.3,12.58,14.4,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e0fd4-55eb-11f0-8c2f-16386fa09120,26.3,27.6,27.79,28.55,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e12a4-55eb-11f0-8c2f-16386fa09120,65.22,67.06,67.42,69.3,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e11f0-55eb-11f0-8c2f-16386fa09120,54.18,58.36,58.77,60.54,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1452-55eb-11f0-8c2f-16386fa09120,93.09,94.91,95.45,96.68,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e104c-55eb-11f0-8c2f-16386fa09120,29.5,30.71,30.88,34.06,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e13c6-55eb-11f0-8c2f-16386fa09120,80.07,81.68,83.18,85.51,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1498-55eb-11f0-8c2f-16386fa09120,97.0,98.9,99.07,100.07,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1024-55eb-11f0-8c2f-16386fa09120,28.83,28.86,29.5,30.71,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e0fac-55eb-11f0-8c2f-16386fa09120,23.62,25.96,26.3,27.6,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1092-55eb-11f0-8c2f-16386fa09120,34.26,35.45,38.29,38.79,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1128-55eb-11f0-8c2f-16386fa09120,44.67,45.37,45.99,47.35,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1330-55eb-11f0-8c2f-16386fa09120,74.24,75.63,75.78,76.11,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e1236-55eb-11f0-8c2f-16386fa09120,60.92,62.38,62.55,63.7,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
42171,a12e120e-55eb-11f0-8c2f-16386fa09120,58.77,60.54,60.92,62.38,42171_f8_int8_2022_03_29_CH_0-1711,0.8,100.83
52013,a14ab49a-55eb-11f0-8c2f-16386fa09120,27.31,31.55,32.23,37.1,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab4d6-55eb-11f0-8c2f-16386fa09120,32.23,37.1,37.34,39.63,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab72e-55eb-11f0-8c2f-16386fa09120,63.36,66.46,66.93,71.19,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab940-55eb-11f0-8c2f-16386fa09120,92.27,94.96,95.54,98.98,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab1ac-55eb-11f0-8c2f-16386fa09120,0.94,3.62,4.37,6.69,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab562-55eb-11f0-8c2f-16386fa09120,40.43,46.52,47.15,47.57,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab3d2-55eb-11f0-8c2f-16386fa09120,15.57,19.0,19.31,20.95,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab8fa-55eb-11f0-8c2f-16386fa09120,91.14,92.08,92.27,94.96,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab40e-55eb-11f0-8c2f-16386fa09120,19.31,20.95,21.5,26.75,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab292-55eb-11f0-8c2f-16386fa09120,4.37,6.69,7.43,9.48,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab2f6-55eb-11f0-8c2f-16386fa09120,7.43,9.48,10.13,12.22,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab7b0-55eb-11f0-8c2f-16386fa09120,71.61,72.73,73.1,76.81,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab454-55eb-11f0-8c2f-16386fa09120,21.5,26.75,27.31,31.55,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab76a-55eb-11f0-8c2f-16386fa09120,66.93,71.19,71.61,72.73,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab7ec-55eb-11f0-8c2f-16386fa09120,73.1,76.81,77.37,80.72,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab33c-55eb-11f0-8c2f-16386fa09120,10.13,12.22,12.49,14.74,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab9c2-55eb-11f0-8c2f-16386fa09120,99.35,100.43,,,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab832-55eb-11f0-8c2f-16386fa09120,77.37,80.72,81.17,84.6,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab5e4-55eb-11f0-8c2f-16386fa09120,48.26,51.06,51.27,53.38,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab51c-55eb-11f0-8c2f-16386fa09120,37.34,39.63,40.43,46.52,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab6e8-55eb-11f0-8c2f-16386fa09120,61.61,63.11,63.36,66.46,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab666-55eb-11f0-8c2f-16386fa09120,53.9,58.77,59.15,61.15,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab8be-55eb-11f0-8c2f-16386fa09120,85.42,90.77,91.14,92.08,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab986-55eb-11f0-8c2f-16386fa09120,95.54,98.98,99.35,100.43,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab38c-55eb-11f0-8c2f-16386fa09120,12.49,14.74,15.57,19.0,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab620-55eb-11f0-8c2f-16386fa09120,51.27,53.38,53.9,58.77,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab6a2-55eb-11f0-8c2f-16386fa09120,59.15,61.15,61.61,63.11,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab59e-55eb-11f0-8c2f-16386fa09120,47.15,47.57,48.26,51.06,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14ab878-55eb-11f0-8c2f-16386fa09120,81.17,84.6,85.42,90.77,52013_f1_int1_2021_03_31_CH_0-1652,0.94,100.43
52013,a14833be-55eb-11f0-8c2f-16386fa09120,29.47,30.66,31.06,35.02,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a148353a-55eb-11f0-8c2f-16386fa09120,57.34,58.06,58.62,63.51,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a1483454-55eb-11f0-8c2f-16386fa09120,40.59,41.91,42.17,44.27,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14834c2-55eb-11f0-8c2f-16386fa09120,48.67,52.67,53.27,53.99,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14836ca-55eb-11f0-8c2f-16386fa09120,89.27,90.58,90.8,91.97,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a148377e-55eb-11f0-8c2f-16386fa09120,98.9,100.19,,,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14834a4-55eb-11f0-8c2f-16386fa09120,44.78,48.29,48.67,52.67,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14832ba-55eb-11f0-8c2f-16386fa09120,14.15,16.32,16.69,19.56,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a1483512-55eb-11f0-8c2f-16386fa09120,54.31,56.57,57.34,58.06,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a148342c-55eb-11f0-8c2f-16386fa09120,37.94,40.1,40.59,41.91,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a1483260-55eb-11f0-8c2f-16386fa09120,5.73,8.6,9.14,13.82,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14836a2-55eb-11f0-8c2f-16386fa09120,85.03,88.71,89.27,90.58,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a1483684-55eb-11f0-8c2f-16386fa09120,82.51,84.66,85.03,88.71,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a148330a-55eb-11f0-8c2f-16386fa09120,19.96,22.02,22.47,23.52,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14832e2-55eb-11f0-8c2f-16386fa09120,16.69,19.56,19.96,22.02,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a1483292-55eb-11f0-8c2f-16386fa09120,9.14,13.82,14.15,16.32,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a1483332-55eb-11f0-8c2f-16386fa09120,22.47,23.52,23.77,25.7,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14833e6-55eb-11f0-8c2f-16386fa09120,31.06,35.02,35.46,37.55,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a1483580-55eb-11f0-8c2f-16386fa09120,63.96,68.55,68.94,71.04,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14836f2-55eb-11f0-8c2f-16386fa09120,90.8,91.97,92.42,97.03,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14835c6-55eb-11f0-8c2f-16386fa09120,71.4,74.26,74.42,75.78,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a148318e-55eb-11f0-8c2f-16386fa09120,0.34,4.09,4.49,5.53,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a14834ea-55eb-11f0-8c2f-16386fa09120,53.27,53.99,54.31,56.57,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a148365c-55eb-11f0-8c2f-16386fa09120,79.05,82.18,82.51,84.66,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
52013,a1483738-55eb-11f0-8c2f-16386fa09120,97.3,98.56,98.9,100.19,52013_f2_int2_2021_03_31_CH_0-1652,0.34,100.19
